site,review,month,day,year,rate,sentiment,
agoda,Our family always enjoy staying at TVH. The place is very warm and the staff always smiles. Some points of improvement for Mountain wing as we got a total of 6 rooms - The fridge is dirty and didn't really work properly. Some bathroom doors cannot be locked and my sisters room had clogged shower area. It also seems like the pool is small for a big hotel. Overall  TVH is so lovely we keep on coming back,Jun,20,2016,76,pos,
agoda,Book a room with a view of the lake otherwise you will be looking onto the rest of the hotel. Didn't like the fact there was no door on the bathroom. Swimming pool was also disappointing. Breakfast was also disappointing.,Jun,20,2016,60,neg,
agoda,Nice service and good food,Jun,20,2016,92,pos,
agoda,Booked two Superior rooms and stayed overnight. The pool is nice but would be better if it was heated. The electric kettle was broken though and they did not have all the proper towels a usual 4 or 5-star hotel has (hand towel  face towel  etc.). Tiles are uneven and WiFi is wonky half the time. Breakfast was not as good as expected either. Staff are polite and courteous though.,Jun,19,2016,80,pos,
agoda,Its a very nice place to check in when you are in the Phils. Feel so close to nature. The facilities and staff were good. Had a great stay in Taal.,Jun,19,2016,100,pos,
agoda,Happy and satisfied,Jun,16,2016,84,pos,
agoda,Just an average hotel  overrated... just paying for the view... small pool  friendly staff 3.8/5 rating,Jun,09,2016,68,pos,
agoda,The food at Cafe Veranda and at Taza are worth the visit. The free breakfast buffet had a lot of options. They continuously refilled the food until before 10am. Food was good and service was excellent. Waiters were attentive. Room was clean and comfortable but the washroom set-up was weird. There was no closed door. Washrooms outside the rooms were clean and smelled great. Will definitely come back!,Jun,07,2016,100,pos,
agoda,It was a great stay.,Jun,07,2016,96,pos,
agoda,When I booked on line it was stated there that the rooms have king size bed but upon check in there were only two pathetic small beds! Check in supposedly at 2pm but by 4pm room not yet available!! Their king size bed is more like queen sized with small pillows! Everything is just so awful n old the facilities n the building. Definitely not going back there ever! Brrakfast is so so not like few years back!,Jun,06,2016,44,neg,
agoda,The stay was really great.,Jun,06,2016,96,pos,
agoda,Room was disgusting with its rate of 7 500. It was also dirty. bed linen and pillow case with marks of stains and rust. The toilet bowl has a yellow marks seems not scrub properly. The room looks so dull. the only compensation are the staff who are very friendly and courteous.,Jun,06,2016,48,neg,
agoda,Rooms are far from the main builiding making it a little UNFRIENDLY if you have small kids. Staff need to consider the guest' need first rather their 'SUBJECT TO AVAILABILITY policy. We were give a room in a floor with no elevator access and far from the stairs even with knowledge that I am staying with a baby. After complaining they were able to address our needs. Ambiance was good and there were courteous staff all around.,Jun,02,2016,76,pos,
agoda,I love this hotel. The breakfast wasn't the best but pretty good. I enjoyed the waffles. The view at this hotel is amazing. We had lake side views and the fog would roll in right at us. It was very nice. The swimming pool was a relaxing break. The rooms and the cleanliness are good and like a 4 or 5 star hotel should be. The staff were all friendly and helpful. I had no issues and no problems and I truly enjoyed my stay here. Amazing management to keep this hotel at the top. Thank you Taal Vista.,May,31,2016,96,pos,
agoda,We love the hotel with the beautiful scenic of the Taal volcano  the morning breakfast is good with variety choices especially traveling with young children.,May,30,2016,92,pos,
agoda,STAFF WAS VERY COURTEOUS. LOCATION IS NOT SO TRAFFIC.,May,30,2016,80,pos,
agoda,Nice view of Taal,May,29,2016,92,pos,
agoda,We had checked in at the Lake Wing  the view is really nice  especially for us who saw the mt.taal for the first time. I find the rate a little expensive though  but I guess it`s all worth it. I got a little disappointed only that the kids club is under maintenance/renovation.,May,27,2016,72,neg,
agoda,Excellent hotel  location and very friendly staff,May,26,2016,100,pos,
agoda,I reserved for a Deluxe Ridge with king size bed and single bed on a 38sq.m. room with balcony but what I got is the usual Deluxe Room without the extra single bed and balcony. Receptionist mentioned that the room is currently under renovation. Should not be included in the room choices. My son was also disappointed that the playroom is on-going renovation. They should have transferred it to a new room instead of shutting it down. They did that for the Gym and Game Room. Hotel should realize that Taal Vista  to many of us is a family hotel and children are definitely part of the family.,May,25,2016,88,pos,
agoda,Still the best hotel in tagaytay. Staff are very accomodating. The room is very clean and spacious. manage to book a queen size bed + single bed for 4 and adults. Best buffet breakfast in tagaytay. Very clean and very relaxing. To improve: Swimming pool need to be upgraded and it would be nice to have a kiddie room.,May,25,2016,88,pos,
agoda,My Dad use to take us here every year..now i get to take my kids also..so much fond memories..,May,23,2016,100,pos,
agoda,My experience was great! We got a huge discount since my parents are senior citizens. Room is also great as we were in the new wing.,May,23,2016,100,pos,
agoda,Needs improvement with their breakfast buffet. Still no bidet in their bathrooms,May,21,2016,92,pos,
agoda,Nice location,May,16,2016,84,pos,
agoda,Its okay.. Maybe better if theres a bidet,May,15,2016,96,pos,
agoda,We had so much fun. Food was great and we loved Asmara Spa so much! Thank you!,May,10,2016,96,pos,
agoda,For a countryside visit like Taal Vista-Tagaytay  Room price is somewhat awful. No beach to entertain us  just the cozy & silent room. But to some it up  the place is good & security is excellent.,May,10,2016,56,pos,
agoda,The place was not that of a five star. Carts were lacking that we needed to carry our stuffs whereas we were there to be relaxed. Some crew were not trained to greet customers. The bed i booked was one king size and 1 single and yet we were given two singles- I paid for 8k. It took long before the housekeeper arrived to arrange our beds. Hope things will improve. Thanks!,May,09,2016,56,pos,
agoda,It was nice experience..nice ambiance..cozy,May,06,2016,84,pos,
agoda,What else can I say wonderful and very pleasant and relaxing place,May,03,2016,80,pos,
agoda,5star hotel with atm pool coffee shop breagfast very good,Apr,29,2016,100,pos,
agoda,Near sky ranch very good,Apr,29,2016,100,pos,
agoda,Everything is superb  huge parking space  friendly and efficient staff  the hotel was neat  breakfast buffet was great! Excellent view! Only thing missing is bidet.,Apr,28,2016,92,pos,
agoda,I had a wonderful time. Although I stayed for an overnight with my friend  it was worth it! Love the scenic! You must visit this hotel. Great staff! They're very accommodating. The Taal Vista hotel exceeded my expectations! I cannot wait to come back.:),Apr,25,2016,100,pos,
agoda,Great place. This hotel is historic  decent and classy  with prime location and great service. I would have tried many different places in Tagaytay but this would be my favourite. I highly recommend staying in a lake view suite for just a little bit more money. The cultural show of traditional dances on weekends are an awesome treat too especially for overseas tourists.,Apr,25,2016,84,pos,
agoda,Nice Staff and services,Apr,11,2016,72,pos,
agoda,The hotel rate is expensive and not at par with international standard. It is not worth the money I paid. It didn't meet my expectations. Food is lousy  bland and some of them served cold. Hotel is quite big and not vibrant. However  hotel location and Taal Lake view is nice.,Apr,11,2016,64,pos,
agoda,Perfect balcony view of Taal Volcano. No shuttle bus/car. Food was OK. We can hear noise in our room.,Apr,09,2016,84,pos,
agoda,Enjoyable and Fun!,Apr,08,2016,88,pos,
agoda,Taal Volcano can be viewed from this beautiful hotel. It is truly breathtaking. The rooms and amenities are wonderful.,Apr,06,2016,84,pos,
agoda,Room and t&b are big which is good... But it has no bidet,Apr,05,2016,92,pos,
agoda,Best hotel in Tagaytay. Staff are all friendly and provide excellent service.,Apr,04,2016,92,pos,
agoda,nice hotel,Apr,01,2016,80,pos,
agoda,hotel is very old,Apr,01,2016,52,neg,
agoda,Taal Vista is next to Sky Ranch where the highest perched Ferris wheel in the Philippines is located. It is also pretty close to establishments where you may buy things you may need  and to dining places if you want to eat outside of the hotel. Their view deck is one of the best  if not the best places in Tagaytay where you may enjoy the volcano within a lake Taal volcano.,Mar,31,2016,84,pos,
agoda,location was perfect for kids and view of taal lake,Mar,31,2016,80,pos,
agoda,quite good ambience,Mar,28,2016,80,pos,
agoda,Great location. Fresh air. Panoramic view. Courteous and pleasant staff.,Mar,28,2016,88,pos,
agoda,Nothing special,Mar,27,2016,50,neg,
agoda,Cobwebs and bird droppings in the veranda. The bed is not comfortable. For a premier suite  it's not worth it at all.,Mar,27,2016,52,neg,
agoda,Towels need to be changed. They look old.Overall the stay is comfortable . Buffet Breakfast needs to have better choices for the price of the room. No view at all at the Mountain side wing. Ground flr is noisy better take higher flrs if on this wing. .,Mar,27,2016,76,neg,
agoda,Unforgettable with good memories.,Mar,25,2016,100,pos,
agoda,It was great,Mar,25,2016,80,pos,
agoda,One of the best hotel  we enjoyed staying here we will be back again that's for sure,Mar,25,2016,84,pos,
agoda,The bathroom and room was dirty.. Behind the bathroom door and in the corners hair and dirt.. The tables in the room were dusty and not clean.. Very noisy all night and all day.. Made the reservation lake view and paid extra when I got there they said my room type didn't have such a view.. They have only one car to serve the hotel..,Mar,24,2016,52,neg,
agoda,"In the deluxe room, I made a reservation, but there was no bathtub in the deluxe room, no hot shower was hot and it was the worst.",Mar,23,2016,44,neg,
agoda,The view from the room is worth splurging on! It is the perfect place for a staycation. The location is good  it is also located beside Sky Ranch. The staff was friendly  especially the manager who went out of her way to assist us and accommodate our requests despite having numerous clients during our stay in December. Definitely a memorable stay. :),Mar,22,2016,80,pos,
agoda,Very good as usual. Whenever we stay in Tagaytay  it's always at Taal Vista. We've tried several other hotels but we keep coming back to this hotel.,Mar,16,2016,77,pos,
agoda,The stay at Taal was wonderful- we ate both dinner and breakfast in the hotel and both were delicious. The dining area overlooks the beautiful lake and the view is beautiful. We checked out at noon  left our luggage at the front dest  and went to Ta'al to hike up to the Volcano. We planned on going back to the hotel to collect our luggage and heading straight for the airport from there. We had no idea how dusty and dirty we would be after the hike  so we arrived back to the hotel in a state unfit for flying. The wait staff was extremely accommodating when we asked for a place we might be able to quickly shower before leaving for the airport. They let us use their Spa showers and provided us with towels  robes and slippers free of charge!! It was such a lifesaver and we were so incredibly appreciative! I cannot say enough about the incredible service at this beautiful hotel!,Mar,15,2016,90,pos,
agoda,Celebrated my dad's birthday here. They even provided woth a complimentary cake with greetings on it plus a candle to blow. Dad felt so loved. Thank you Taal Vista staffs! You are all amazing.,Mar,14,2016,100,pos,
agoda,Oh it was terrible when we taking our breakfast buffet.. asking for coffee 5 times we asked they served cold coffee but they put in a big cup instead of regular coffee cup   no small spoon for coffee.. no plates and glasses on the rack. They don't fill in the food container when its up pity for the late person taking there breakfast less choices. Please improve customer service,Mar,10,2016,40,neg,
agoda,Room was clean. Bed was great. But my stay could have been better if the pillows were soft. I hope Taal Vista will change their pillows. As a 5-star hotel  I am expecting a better pillows.,Mar,05,2016,87,pos,
agoda,A great escape from stress,Feb,28,2016,100,pos,
agoda,The check-in staff our not helpful  we had high expectations from them,Feb,27,2016,97,neg,
agoda,The staff were all helpful and corteous and the view is great as expected. We got a room at the ridge view  The room is spacious but we were disappointed with the bed which was hard and there was a stuffy smell on the room and toilet. We were excited to try the spa as well but we feel that the service is lacking. The massage was good but they dont have an overall feel  they also dont have sauna and jacuzzi compared to getting an 800php massage from the spa.,Feb,26,2016,76,pos,
agoda,Really nice location,Feb,25,2016,70,pos,
agoda,Check in was a bit on the disappointing side. Booking was made mid-week  so it was not that busy for sure. Overnight trip was in celebration of an 8th year anniversary. Reserved the best (e.g. most expensive) room available and front desk wanted to provide one of the worse rooms (no view  bottom floor). To their credit  when questioned  they corrected  but why would I have to do that in the first place. Room itself was extremely basic. Aircon was leaking (it was just overnight so didn't even complain). closet doors were broken and off hinges. Property is nice and location is great for where I wanted to go (Antonios)  but wouldn't stay there again.,Feb,22,2016,56,neg,
agoda,It was a great  wonderful and relaxing stay with Taall Vista Hotel. Staff are very accommodating  courteous and helpful.,Feb,22,2016,100,pos,
agoda,Not that awesome hotel  but definitely the one you should go to when you plan to be in Tagaytay.,Feb,22,2016,84,pos,
agoda,We enjoyed staying in this hotel  and for sure we will come back again.,Feb,21,2016,93,pos,
agoda,good save to not so clean some of the rooms especially the basement rooms ... deluxe ridge rooms seems neglected and not so convenient to relax.,Feb,20,2016,63,neg,
agoda,Excellent,Feb,18,2016,100,pos,
agoda,Ive been there for 3 times now.. And i think i will be back again. Its the best place to relax if you want some quiet place and also best place for business meetings,Feb,18,2016,83,pos,
agoda,It was good  sad that we have to go right away. The only thing was there's no bidet sprayer.,Feb,16,2016,100,pos,
agoda,Excellent. I was so happy to be assisted by their staff denise when i did my proposal to my girlfriend. Very accomodating and helpful.people like her will definitely bring more clients to taal vista!,Feb,15,2016,87,pos,
agoda,Out Lake Side room had no view. TV had no USB slot to play movies. Breakfast was great. View from View Deck was great late afternoon to early evenings  mornings were too foggy  nothing to see. Rooms were clean  staff were very efficient and cordial.,Feb,15,2016,83,pos,
agoda,It was a nice place but it needs updating of rooms and amenities. They could have offered food selections native to the place.,Feb,15,2016,68,pos,
agoda,The noise next room to mine was extremely bad. you can hear every word they say and worse they were yelling at each other as if everyone was deaf. They also had their TV at a very loud level. The room we got had no noise absorber - we had a door in between. They slept late so we had to sleep laate as well and they woke up early - 5AM - and started making noise. Room 313 as poorly renovated for noise.,Feb,15,2016,63,neg,
agoda,good!!,Feb,14,2016,100,pos,
agoda,good food  comforting bed  accommodating staff,Feb,13,2016,88,pos,
agoda,Things that I like: -Accessible to the Skyranch -Good view of the Taal -Near a casino (even though I'm not a gambler) -Food was good  could add more options. -Great staff Things I didn't like: -Wifi in the room is BAD  in the lobby the connection is good. -Room looks old  well maintained but could add more features to compensate for the price. -Things are located far  so you tend to walk around more. For young people this is good but for older folks. -Not too accessible. If you have a private car-- great  if not :). Overall my stay was good  a bit pricey though so I expected more. I could get a lot more benefits staying at a hotel in Manila with that price. The buffet was good  doesn't have many options but the food is good. Should add more coffee stations to compensate with the crowd. The room looks old but well maintained. The AC was good or is it because the weather was cold  I don't know. More benefits for the room would do great. In this age  Wifi connectivity is a key  In our room It is very BAD. The complements in the room is a 3 in 1  I guess better than have nothing. The CR doesn't have a drain so If your a messy user water tends to gather  but with the great staff all is taken care of. The location is somewhat good  its near skyranch and has a good view of taal  so If you want to relax and recuperate its a good place to stay but you should watch out for the price :).,Feb,09,2016,70,pos,
agoda,The hotel is located in the great location. The view from our room was spectacular. Room is a bit too basic for what the money we paid for. Organic restaurant was superb in term of food quality and taste.,Feb,09,2016,56,pos,
agoda,Excellent stay  just a bit disappointed during check in took 1 1/2 to wait for the next available room  other guest who arrives late were able to checked in right away.,Feb,09,2016,33,neg,
agoda,It was wonderful  will be back for a family vacation,Feb,08,2016,80,pos,
agoda,We took a long weekend from Manila. The journey by road is around 2 hours. Check in and check out was effortless although they required a 4 000 peso deposit. The room we had was in the cliff wing with no view but I guess the more expensive rooms would have a stunning view. Unfortunately it rained for both of our days there so we were unable to take the boat trip to the volcanoes and hike up its side which is highly recommended. The food is excellent  the staff are obliging and friendly. All in all an excellent stay.,Feb,08,2016,88,pos,
agoda,Good environment and Fantastic scenery. The facilities are little bit old yet it is still good.,Feb,06,2016,88,pos,
agoda,Clean,Feb,03,2016,100,pos,
agoda,The bed was not comfortable. Noise is not filtered and you can hear noise from the hallway and in next rooms. the room looks old as well.,Feb,02,2016,50,neg,
agoda,stay was fine  My thoughts are that it is a 4 star hotel  however we did not dine there except for breakfast.,Feb,02,2016,73,pos,
agoda,We had a good stay here. Everything was good. The rooms are very comfortable and the service was great. The food was good. It was the conclusion to a very active 2 1/2 week vacation for us and it was nice to be in such a comfortable place for the last few nights.,Jan,25,2016,87,pos,
agoda,It was a comfortable stay that was close to places we had to visit for a quick weekend escape from the city. The view was as usually refreshing.,Jan,25,2016,64,pos,
agoda,We stayed for a night and got the exemplary service...The location was so good that you can just sit and gape at Taal volcano while waiting for sunset/sunrise...We'll definitely go back to Taal Vista...,Jan,22,2016,100,pos,
agoda,generally pleasant,Jan,21,2016,73,pos,
agoda,very relaxing staycation with my husband. we are able to have a quality time away from the busy life in the city. definitely we will comeback someday soon.,Jan,18,2016,80,pos,
agoda,Overall it's a very comfortable and relaxing stay. The hotel is well serviced and staff are all well trained.,Jan,17,2016,77,pos,
agoda,Awesome,Jan,16,2016,47,pos,
agoda,So far my stay in Taal Vista hotel with my family is ok  except the Pool VERY VERY COLD even at 1100am Lunch time.,Jan,15,2016,73,pos,
agoda,We were greeted by a friendly staff upon our checkin. What we especially liked about our stay was the early checkin since we were attending a wedding in the afternoon and we had to be inside our hotel room early to prep. Also  we were in the center of the commercial area which made it easier for us to get to restos  coffee shops and the like. The room was also spacious enough for an extra bed which made our stay very comfortable. The interior of the room assigned to us was also very modern.,Jan,12,2016,83,pos,
agoda,what I like about this hotel is that they have a big area where you can relax and overlooking the taal volcano and lake. I recommend this to my friends,Jan,11,2016,77,pos,
agoda,Aside from a couple of glitches like the power going off in the middle of the night  the hotel was pretty nice.,Jan,10,2016,87,pos,
agoda,"Impression that it is neither possible nor impossible. It was a toilet that was dissatisfied. As the sound is heard, there is resistance as a Japanese, but for Westerners and Filipinos it is a no problem?",Jan,10,2016,60,neg,
agoda,We were actually checked in  in another hotel  for 2 nights  after the first night  we visited Taal Vista Hotel  we didn't have second thoughts  we went directly to the reception and booked for our second night  and after our second night  we booked our third night and enjoyed our stay.,Jan,10,2016,100,pos,
agoda,Staff were very accommodating.,Jan,07,2016,80,pos,
agoda,We have a great time staying in the hotel... I would recommend it to my friends!,Jan,07,2016,80,pos,
agoda,overall good  just a little pricey  and i hope all kids 7&below will still get to eat for free for breakfast with their parents. i have a 3&6 y/o kid and my 3 y/o only ate 1 pancake and hot choco. was not able to bring my 6/o along because we were told that we need to pay half the price which is almost P500. My 6.o also eats pancake and cereals only for breakfast. this would be best for a family. kids should eat free! aside from NYE  weve stayed at taal vista for x number of times. so i hope this suggestio will highly be taken inti consideration,Jan,06,2016,77,pos,
agoda,The resort location is truly amazing but the food quality and food service standards could be a lot better. Value for money  I did definitely not receive.,Jan,05,2016,77,pos,
agoda,"The location is good, the view from the hotel is superb. It is cheap compared to Manila.",Jan,04,2016,80,pos,
agoda,The breakfast buffet could be better but other than that there is nothing wrong to say about my stay. I love your gardens and the Weather was almost perfect. (. Weather is never perfect ). My family had a great time and we will surely be back!,Jan,03,2016,93,pos,
agoda,Very relaxing,Jan,03,2016,83,pos,
agoda,Great,Jan,02,2016,97,pos,
agoda,Improve water brand  change your beds and pillows to more comfortable ones!,Dec,31,2015,93,pos,
agoda,While Taal Vista has exceptional view and location  I suggest that Management must look into the details of its amenities and services. I notice that it uses substandard mineral water. Let us say that the quality of water is the same but the water bottle's packaging reflects the hotel's image. The plastic labeling is soft and comes off and the brand is known to be a cheap brand that we buy from street vendors. In addition  the hotel doesn't give priority to the comfort of its guests. The bed is not comfortable. It is so hard. The bed and the pillow have dust mites that caused my family and I to scratch our heads  neck a and backs throughout the night. Some members of my family stayed at another room and have the same feedback. I didn't get to sleep at night because of these. Hotel beds and pillows are of utmost importance as they are supposed to guarantee to guests that even if they are away from home  they would feel at home at your hotel. When I called for assistance to have the lamp checked  I had to follow up for someone to come after an hour.,Dec,31,2015,73,neg,
agoda,Great,Dec,31,2015,73,pos,
agoda,Good rest and location,Dec,30,2015,93,pos,
agoda,There were some inconveniences like..the bathroom has no door  the sliding door lock going out to the patio is not done properly  sound insulation also needs improvement since we can hear children running from the room above us.But in general  but our stay is quite ok.,Dec,30,2015,80,pos,
agoda,Our stay in Taal Vista Hotel was quite relaxing and refreshing  except for some room facilities and/or surroundings that need to be improved. Outside venues like at the lobby and breakfast area were just awesome. We've enjoyed listening to the Christmas carol and folk-song/classical singers at the lobby  and having our breakfast full of good/delicious food while watching the serenity of Taal lake. Thumbs up! Anyway  when it came to the room facilities  they're quite old already needing renovation. There isn't any bidet installed (5-star hotels normally have bidets) to the disappointment of bidet users. Sliding doors were stucked up  and shower heads were not that easy to control with sprayed water stream not quite comfortable or skin-friendly. The mountain side view surroundings were not well maintained as there were tall cogon grasses blocking the mountain view. Well  the staff are friendly  courteous and accommodating.,Dec,30,2015,73,pos,
agoda,Hotel is okey. It's the trip to the hotel where traffic was at its worst.,Dec,28,2015,73,pos,
agoda,Overall the hotel staff accommodation and facilities is very very good.,Dec,28,2015,93,pos,
agoda,My family expected the amenities and appearance of a 5-star hotel. Instead  we were shocked to see a room with dirty tiles  a weak aircon and furnishings and interiors worthy of an old apartment. we expected a simple but elegant filipiniana designed hotel. thank God for the view and the cool weather.,Dec,28,2015,67,pos,
agoda,It was ok pretty average nothing wow compared to our visit in 2009,Dec,28,2015,63,pos,
agoda,Its our first time here and we enjoy our stay. Room are very clean  very comfortable and very good food. Definitely we will come back here.,Dec,27,2015,90,pos,
agoda,Superb,Dec,27,2015,100,pos,
agoda,I love the staff  they very friendly and efficient.,Dec,27,2015,83,pos,
agoda,Very satisfied...we were relaxed and had great family bonding...will surely recommend the hotel to friends and relatives.,Dec,25,2015,87,pos,
agoda,nice,Dec,22,2015,77,pos,
agoda,It was wonderful  the kids enjoyed,Dec,21,2015,83,pos,
agoda,A great chill out place slightly expensive but a good quality hotel  Room in the new wing was comfortable new and clean. Great views from the restaurant and gardens,Dec,20,2015,83,pos,
agoda,Third time here. Not a bargain but one of the nicer hotels in Tagaytay,Dec,20,2015,80,pos,
agoda,Check-in was very quick. Staff was generally helpful. Room had high ceilings  floor to ceiling windows  and a veranda overlooking the lake. Bed linens were very comfortable.,Dec,17,2015,87,pos,
agoda,Got a room overlooking the Taal volcano. Kinda long walk to the room location otherwise it's alright. Security is good. Food offered in the buffet is good as well.,Dec,13,2015,97,pos,
agoda,everything went well except when we checked in it took them (housekeeping) more than an hour just to set up the bed we are to attend a wedding at 4 pm and decided to stay in taal vista for convenience and at the same time  for relaxation we went there at 1:30pm confirmation at 1:52pm but got the room  few minutes after 3pm the check out procedure was okay  but they missed to see that we left an item inside the hotel room  but honest enough when we asked if we left anything inside.,Dec,08,2015,77,pos,
agoda,I thought it was horrible. We arrived 30mins before check in. Kids and wife were so excited. We were told the room would be ready in a few mins only to learn after 2 hours that it was not ready. Worst  nobody informed us. I had to do follow-up every 30mins. Wife was so angry but I was able to manage her anger. Rooms are overrated I guess. You're paying 8k for a superior room that is not carpeted (just tiles). Choice of food at the buffet breakfast is very limited. Anyway  the kids enjoyed the rides at skyranch - the only reason why we chose Taal Vista.,Dec,04,2015,53,neg,
agoda,Very relaxing especially after terrible 2-hour traffic starting from Nuvali Sta. Rosa up to Taal Vista. Would recommend to travel early morning especially on long weekends.,Dec,01,2015,90,pos,
agoda,The view was fantastic  plain and simple. The Skypark was off to the side so it never blocked the view of the lake. Room was very spacious  food from room service and breakfast buffet was delicious. Here's a tip: Don't be afraid to order from the kids menu for room service as the serving was for a regular adult. I highly recommend this hotel to anyone staying in Tagaytay!,Dec,01,2015,90,pos,
agoda,My stay was superb  imagine drinking coffee at the lobby while listening to old school Christmas songs by Tony Benet  Nat King Cole and the likes....Food is superb  although room service can still improve. There is this warm Christmassy feeling all over the hotel...will bring the family there this Christmas,Nov,30,2015,87,pos,
agoda,Great!,Nov,23,2015,93,pos,
agoda,We are satisfied with our stay.,Nov,23,2015,90,pos,
agoda,Very relaxing  would go back again next time,Nov,22,2015,87,pos,
agoda,happy,Nov,21,2015,77,pos,
agoda,Very nice. We really loved it,Nov,17,2015,100,pos,
agoda,The best stay i had so far... Staffs greet you everytime they see you. Breakfast is amazing buffet type You can get massage too.,Nov,14,2015,97,pos,
agoda,The Taal Vista offered a fantastic view  excellent amenities and a great location in Tagaytay...,Nov,13,2015,93,pos,
agoda,Rooms were clean and very comfortable. Food was excellent! The fresh air of the area breezed the New Year in! A nice place to rekindle the spirit for the new year!,Nov,11,2015,97,pos,
agoda,it was ok  but very disappointed with our room--- they use white lights on all the lamps  we had a connecting room with our kids and their room has warm lights,Nov,09,2015,87,neg,
agoda,Good,Nov,08,2015,80,pos,
agoda,Our stay here was very nice especially since they gave us the best/highest room with the best view at a short notice. But I guess what they should add is having a set of utensils (spoon  fork  and/or knife) ready in the room. Other than that  I'll say that our overnight here was very satisfying and I believe it is still one of the best hotels in Tagaytay.,Nov,05,2015,83,pos,
agoda,Memorable,Nov,04,2015,90,pos,
agoda,Feel good and comfortable for staying,Nov,02,2015,90,pos,
agoda,Not that great a hotel  definitely not 5 star. The room was very basic and did not seem to be that clean. The concierge will only book you transport through the hotels Avis facility which is very overpriced. The bar shuts at 11 which isn't that great if you want to chill out after a long day. When we got to our room after dinner the bed and room was covered in ants  as it was midnight we didn't want to swap rooms so had to stick it out  we were bitten alive throughout the night. When we mentioned to the manager we were offered a late check out the next time we stayed as a goodwill gesture  this is not really acceptable. Breakfast in the morning was reasonable  good selection  service not that great though  have to keep asking for coffee refills etc which I have never experienced in a 5 star hotel before. The hotel is okay  but for what you pay I would expect allot better  especially as the hotel is outside of town so you are relatively limited to where you can go.,Nov,02,2015,53,neg,
agoda,Perfect.,Nov,02,2015,90,pos,
agoda,Good but not what i expected.,Nov,02,2015,83,neg,
agoda,Good,Nov,02,2015,70,pos,
agoda,It was a great experience staying in the hotel  very relaxing place because it is very spacious  clean  has friendly and accomodating staff  and the fresh Air that is therapeutic for me. If i want to be free from stressful environment its the best place to stay for a while.,Nov,01,2015,97,pos,
agoda,It was the best hotel we stayed in,Oct,31,2015,80,pos,
agoda,I visit Tagaytay often but rarely I get a chance to splurge in one of the luxury hotel that the place has to offer. I can say that if luxury/ pampering is your priority you can definitely choose this type of hotel. I get to stay in the Premier Lake king because I want to have a view of Taal lake. They also have a mountain wing rooms where the swimming pool is located. Breakfast is buffet style and I can say that the selection of food is quite okay. It is located in front of Casino Filipino and beside Sky Ranch. If you choose the Lake room areas  you can view the big ferris wheel in your private balcony and you hear the screaming people in the area. But you don't have to worry about the noise  once in your room you can't hear the screaming in the sky ranch area. If you don't have a private vehicle like me  there is a jeepney that pass by in the area ( Casino Highway) coming from Our Lady of Lourdes Church. I am recommending this hotel if you have a budget to splurge and get the Lake rooms.,Oct,28,2015,93,pos,
agoda,I'd definitely go back to this hotel and it's my preferred place to stay whenever I need to go to Tagaytay to attend events in Tagaytay.,Oct,27,2015,100,pos,
agoda,The staff was exceptional helpful. Edwin M. at the consierge desk went above and beyond is helping find transportation for a large group to go to matabungkay beach and finding a local jeweler to fix a piece of jewelry..Always get the lake view... visit mid week if your looking for the solitude.. Loved our visit Thank you Marvin P.,Oct,25,2015,97,pos,
agoda,The total experience should had been wonderful if the room was comfortable for us but my sons complaint of the aircondition unit was not functioning so we open the window  the toilet doesnt have badae and a bit small compare to other hotels. Good thing the breakfast was perfect  nice ambiance and accomodating staffs. If i will be ask to come again  my answer will be  no thank you.,Oct,23,2015,77,neg,
agoda,We will definitely return.,Oct,23,2015,73,pos,
agoda,Restful and comfortable,Oct,16,2015,67,pos,
agoda,Nice view old furniture also bathroom need renovation. Nice swimming pool&garden.,Oct,14,2015,97,pos,
agoda,Bad! There were checkings made to the room 2 hrs after checking in. Knocking and even forcing open the door was done. There were 2 attempts. 2 hrs after  a phone call was received to check on guest  which after query was replied to it being standard. Hotel guests are supposed to have good  Undisturbed and well rested stay. Noise out in the hallways and even from the other nearby rooms fails the STC (sound transmission coefficient).,Oct,14,2015,87,neg,
agoda,it was good..they just can't serve coffee that afternoon because it was inoperative according to the attendant at the lobby. I think they should have spare brewer.,Oct,08,2015,83,neg,
agoda,Its so nice the staff are all good.,Oct,06,2015,23,pos,
agoda,Excellent!,Oct,05,2015,100,pos,
agoda,Great  we enjoyed a lot,Oct,05,2015,87,pos,
agoda,It was a fund family bonding experience  but our car got minor bump on infront while parked at the basement parking area :(,Oct,04,2015,100,neg,
agoda,The room was clean as to be expected in a 5 star hotel. I needed to obtain some simple medicine and the hotel even had a free clinic. This was a very enjoyable stay in a lovely location.,Sep,30,2015,80,pos,
agoda,I highly recommend taal vista. We have been going back since i was a kid. Sm did a very good job maintaining it. Staffs are very professional football,Sep,30,2015,100,pos,
agoda,need to schedule another time to stay at Taal Vista Hotel at least a week next time,Sep,27,2015,100,pos,
agoda,We had a great time... We will bring the kids nxt time.,Sep,17,2015,100,pos,
agoda,good sleep but pricing for normal day should be more cheaper. nothing to enjoy in the hotel except the nice view.,Sep,14,2015,63,neg,
agoda,The hotel is over rated frt desk needs to be trained  on check out they ask me if i got something from the inroom bar told them no after that she called somebody to check the room why ask me in the first place if shes gonna ask somebody to check the waist of time,Sep,04,2015,30,neg,
agoda,Great relaxing stay!,Aug,31,2015,80,pos,
agoda,Awesome,Aug,30,2015,90,pos,
