site,review,month,day,year,rate,sentiment,,,
agoda,My family expected the amenities and appearance of a 5-star hotel. Instead  we were shocked to see a room with dirty tiles  a weak aircon and furnishings and interiors worthy of an old apartment. we expected a simple but elegant filipiniana designed hotel. thank God for the view and the cool weather.,Dec,28,2015,67,pos,,,
agoda,It was ok pretty average nothing wow compared to our visit in 2009,Dec,28,2015,63,pos,,,
agoda,Its our first time here and we enjoy our stay. Room are very clean  very comfortable and very good food. Definitely we will come back here.,Dec,27,2015,90,pos,,,
agoda,Superb,Dec,27,2015,100,pos,,,
agoda,I love the staff  they very friendly and efficient.,Dec,27,2015,83,pos,,,
agoda,Very satisfied...we were relaxed and had great family bonding...will surely recommend the hotel to friends and relatives.,Dec,25,2015,87,pos,,,
agoda,nice,Dec,22,2015,77,pos,,,
agoda,It was wonderful  the kids enjoyed,Dec,21,2015,83,pos,,,
agoda,A great chill out place slightly expensive but a good quality hotel  Room in the new wing was comfortable new and clean. Great views from the restaurant and gardens,Dec,20,2015,83,pos,,,
agoda,Third time here. Not a bargain but one of the nicer hotels in Tagaytay,Dec,20,2015,80,pos,,,
agoda,Check-in was very quick. Staff was generally helpful. Room had high ceilings  floor to ceiling windows  and a veranda overlooking the lake. Bed linens were very comfortable.,Dec,17,2015,87,pos,,,
agoda,Got a room overlooking the Taal volcano. Kinda long walk to the room location otherwise it's alright. Security is good. Food offered in the buffet is good as well.,Dec,13,2015,97,pos,,,
agoda,everything went well except when we checked in it took them (housekeeping) more than an hour just to set up the bed we are to attend a wedding at 4 pm and decided to stay in taal vista for convenience and at the same time  for relaxation we went there at 1:30pm confirmation at 1:52pm but got the room  few minutes after 3pm the check out procedure was okay  but they missed to see that we left an item inside the hotel room  but honest enough when we asked if we left anything inside.,Dec,08,2015,77,pos,,,
agoda,I thought it was horrible. We arrived 30mins before check in. Kids and wife were so excited. We were told the room would be ready in a few mins only to learn after 2 hours that it was not ready. Worst  nobody informed us. I had to do follow-up every 30mins. Wife was so angry but I was able to manage her anger. Rooms are overrated I guess. You're paying 8k for a superior room that is not carpeted (just tiles). Choice of food at the buffet breakfast is very limited. Anyway  the kids enjoyed the rides at skyranch - the only reason why we chose Taal Vista.,Dec,04,2015,53,neg,,,
agoda,Very relaxing especially after terrible 2-hour traffic starting from Nuvali Sta. Rosa up to Taal Vista. Would recommend to travel early morning especially on long weekends.,Dec,01,2015,90,pos,,,
agoda,The view was fantastic  plain and simple. The Skypark was off to the side so it never blocked the view of the lake. Room was very spacious  food from room service and breakfast buffet was delicious. Here's a tip: Don't be afraid to order from the kids menu for room service as the serving was for a regular adult. I highly recommend this hotel to anyone staying in Tagaytay!,Dec,01,2015,90,pos,,,
agoda,My stay was superb  imagine drinking coffee at the lobby while listening to old school Christmas songs by Tony Benet  Nat King Cole and the likes....Food is superb  although room service can still improve. There is this warm Christmassy feeling all over the hotel...will bring the family there this Christmas,Nov,30,2015,87,pos,,,
agoda,Great!,Nov,23,2015,93,pos,,,
agoda,We are satisfied with our stay.,Nov,23,2015,90,pos,,,
agoda,Very relaxing  would go back again next time,Nov,22,2015,87,pos,,,
agoda,happy,Nov,21,2015,77,pos,,,
agoda,Very nice. We really loved it,Nov,17,2015,100,pos,,,
agoda,The best stay i had so far... Staffs greet you everytime they see you. Breakfast is amazing buffet type You can get massage too.,Nov,14,2015,97,pos,,,
agoda,The Taal Vista offered a fantastic view  excellent amenities and a great location in Tagaytay...,Nov,13,2015,93,pos,,,
agoda,Rooms were clean and very comfortable. Food was excellent! The fresh air of the area breezed the New Year in! A nice place to rekindle the spirit for the new year!,Nov,11,2015,97,pos,,,
agoda,it was ok  but very disappointed with our room--- they use white lights on all the lamps  we had a connecting room with our kids and their room has warm lights,Nov,09,2015,87,neg,,,
agoda,Good,Nov,08,2015,80,pos,,,
agoda,Our stay here was very nice especially since they gave us the best/highest room with the best view at a short notice. But I guess what they should add is having a set of utensils (spoon  fork  and/or knife) ready in the room. Other than that  I'll say that our overnight here was very satisfying and I believe it is still one of the best hotels in Tagaytay.,Nov,05,2015,83,pos,,,
agoda,Memorable,Nov,04,2015,90,pos,,,
agoda,Feel good and comfortable for staying,Nov,02,2015,90,pos,,,
agoda,Not that great a hotel  definitely not 5 star. The room was very basic and did not seem to be that clean. The concierge will only book you transport through the hotels Avis facility which is very overpriced. The bar shuts at 11 which isn't that great if you want to chill out after a long day. When we got to our room after dinner the bed and room was covered in ants  as it was midnight we didn't want to swap rooms so had to stick it out  we were bitten alive throughout the night. When we mentioned to the manager we were offered a late check out the next time we stayed as a goodwill gesture  this is not really acceptable. Breakfast in the morning was reasonable  good selection  service not that great though  have to keep asking for coffee refills etc which I have never experienced in a 5 star hotel before. The hotel is okay  but for what you pay I would expect allot better  especially as the hotel is outside of town so you are relatively limited to where you can go.,Nov,02,2015,53,neg,,,
agoda,Perfect.,Nov,02,2015,90,pos,,,
agoda,Good but not what i expected.,Nov,02,2015,83,neg,,,
agoda,Good,Nov,02,2015,70,pos,,,
agoda,It was a great experience staying in the hotel  very relaxing place because it is very spacious  clean  has friendly and accomodating staff  and the fresh Air that is therapeutic for me. If i want to be free from stressful environment its the best place to stay for a while.,Nov,01,2015,97,pos,,,
agoda,It was the best hotel we stayed in,Oct,31,2015,80,pos,,,
agoda,I visit Tagaytay often but rarely I get a chance to splurge in one of the luxury hotel that the place has to offer. I can say that if luxury/ pampering is your priority you can definitely choose this type of hotel. I get to stay in the Premier Lake king because I want to have a view of Taal lake. They also have a mountain wing rooms where the swimming pool is located. Breakfast is buffet style and I can say that the selection of food is quite okay. It is located in front of Casino Filipino and beside Sky Ranch. If you choose the Lake room areas  you can view the big ferris wheel in your private balcony and you hear the screaming people in the area. But you don't have to worry about the noise  once in your room you can't hear the screaming in the sky ranch area. If you don't have a private vehicle like me  there is a jeepney that pass by in the area ( Casino Highway) coming from Our Lady of Lourdes Church. I am recommending this hotel if you have a budget to splurge and get the Lake rooms.,Oct,28,2015,93,pos,,,
agoda,I'd definitely go back to this hotel and it's my preferred place to stay whenever I need to go to Tagaytay to attend events in Tagaytay.,Oct,27,2015,100,pos,,,
agoda,The staff was exceptional helpful. Edwin M. at the consierge desk went above and beyond is helping find transportation for a large group to go to matabungkay beach and finding a local jeweler to fix a piece of jewelry..Always get the lake view... visit mid week if your looking for the solitude.. Loved our visit Thank you Marvin P.,Oct,25,2015,97,pos,,,
agoda,The total experience should had been wonderful if the room was comfortable for us but my sons complaint of the aircondition unit was not functioning so we open the window  the toilet doesnt have badae and a bit small compare to other hotels. Good thing the breakfast was perfect  nice ambiance and accomodating staffs. If i will be ask to come again  my answer will be  no thank you.,Oct,23,2015,77,neg,,,
agoda,We will definitely return.,Oct,23,2015,73,pos,,,
agoda,Restful and comfortable,Oct,16,2015,67,pos,,,
agoda,Nice view old furniture also bathroom need renovation. Nice swimming pool&garden.,Oct,14,2015,97,pos,,,
agoda,Bad! There were checkings made to the room 2 hrs after checking in. Knocking and even forcing open the door was done. There were 2 attempts. 2 hrs after  a phone call was received to check on guest  which after query was replied to it being standard. Hotel guests are supposed to have good  Undisturbed and well rested stay. Noise out in the hallways and even from the other nearby rooms fails the STC (sound transmission coefficient).,Oct,14,2015,87,neg,,,
agoda,it was good..they just can't serve coffee that afternoon because it was inoperative according to the attendant at the lobby. I think they should have spare brewer.,Oct,08,2015,83,neg,,,
agoda,Its so nice the staff are all good.,Oct,06,2015,23,pos,,,
agoda,Excellent!,Oct,05,2015,100,pos,,,
agoda,Great  we enjoyed a lot,Oct,05,2015,87,pos,,,
agoda,It was a fund family bonding experience  but our car got minor bump on infront while parked at the basement parking area :(,Oct,04,2015,100,neg,,,
agoda,The room was clean as to be expected in a 5 star hotel. I needed to obtain some simple medicine and the hotel even had a free clinic. This was a very enjoyable stay in a lovely location.,Sep,30,2015,80,pos,,,
agoda,I highly recommend taal vista. We have been going back since i was a kid. Sm did a very good job maintaining it. Staffs are very professional football,Sep,30,2015,100,pos,,,
agoda,need to schedule another time to stay at Taal Vista Hotel at least a week next time,Sep,27,2015,100,pos,,,
agoda,We had a great time... We will bring the kids nxt time.,Sep,17,2015,100,pos,,,
agoda,good sleep but pricing for normal day should be more cheaper. nothing to enjoy in the hotel except the nice view.,Sep,14,2015,63,neg,,,
agoda,The hotel is over rated frt desk needs to be trained  on check out they ask me if i got something from the inroom bar told them no after that she called somebody to check the room why ask me in the first place if shes gonna ask somebody to check the waist of time,Sep,04,2015,30,neg,,,
agoda,Great relaxing stay!,Aug,31,2015,80,pos,,,
agoda,Awesome,Aug,30,2015,90,pos,,,
agoda,Overall  the stay has been really wonderful. The place was great and its location is perfect. Their staff has been very helpful as well. Opportunities for improvement include the location of their garden rooms. The garden is quite not really a garden. Their restroom could also be improved a bit. Lastly  their fitness gym needs a significant improvement.,Aug,29,2015,93,pos,,,
agoda,Very nice place to unwind during holidays....,Aug,26,2015,43,pos,,,
agoda,Good! very relaxing... good for breakaway and unwind...,Aug,24,2015,93,pos,,,
agoda,It was good. Second time there.,Aug,24,2015,83,pos,,,
agoda,Great stay!,Aug,23,2015,90,pos,,,
agoda,We checked in at 4am by Sheena. She was wearing her gorgeous and welcoming smile that early. I explained to her that it was a last minute booking and I wasn't able to book the previous night. She gladly offered an early check in with a fee and discounted breakfast as well. That was a very nice gesture as she noticed that we were all tired from the long drive and wanted to rest. No bellman assisted us to our room which is actually located at the other end of the hotel overlooking the volcano. The room was clean and spacious. The high ceiling and the balcony made the call. However  the name written on the welcome card was wrong  maybe due to the early check in. Would actually expect some 5-star toilet amenities but it was a disappointment to see their own brand that doesn't lather much and not fragrant at all. Mouthwash would have been a good addition too. Buffet breakfast was excellent I must say. Good varieties of Filipino dishes too. Staff at Cafe Veranda were all smiling and always willing to assist. Someone even helped me bring my plate on the table. Highly recommended.,Aug,23,2015,90,pos,,,
agoda,Very Good,Aug,21,2015,80,pos,,,
agoda,WE had another good stay and Taal Vista Hotel. We find the restaurant  like a lot of other hotels  expensive with average food. Lots of great restaurants outside in town along the main road. The room this time looked like it needed refurbishing. An ok hotel to stay at.,Aug,19,2015,73,pos,,,
agoda,Very relax  easy stay,Aug,19,2015,80,pos,,,
agoda,The hotel has excellent can do staff and management  the lounges and restaurant areas are beautifully decorated and there is a peaceful ambiance throughout. It is a true escape from the usual hustle bustle of any township or city and traffic in the Philippines affording real isolation and relaxation. Yet the hotel is only a few short km to Olivarez and 30 minutes from the departure points for a trip on the lake and to Taal Volcano. Rooms were very comfortable. Its a great hotel and environment but be warned  the room rate is expensive: AU $350 - $450 per night  more if you want a balcony view. There was a Agoda promo running for $170 / night and we stayed there 4 nights. It was on this stay we became engaged. A worthy hotel of five stars.,Aug,16,2015,97,pos,,,
agoda,ok. not bad,Aug,14,2015,93,pos,,,
agoda,Our stay was wonderful.,Aug,12,2015,63,pos,,,
agoda,We only stayed two nites and by nature am hard to please so me giving this hotel a 5 star says a lot about their hotel .lot of hotels claim to be a 4or5 star but don't live up to it this one does,Aug,02,2015,83,pos,,,
agoda,Good ! Not great !,Jul,30,2015,73,neg,,,
agoda,Great service between the hotel staff and the restaurant. The rooms were so-so. Stayed in the new wing. We saw bugs on more than one occasion. Also  the shower head needs to be replaced in room 460. It's clogged so only half of it is working.,Jul,29,2015,77,neg,,,
agoda,It was a great stay  the staff were very nice,Jul,29,2015,83,pos,,,
agoda,The hotel is clean with friendly and accommodating Staff. The food is okay as well as the weather.,Jul,23,2015,80,pos,,,
agoda,Pleasant weekend spent at the hotel  nice grounds and view. Hotel condition is a little worn and not always very clean. The staff was vary helpful and professional.,Jul,20,2015,77,pos,,,
agoda,Good Food and Value for Money!,Jul,20,2015,80,pos,,,
agoda,We had a fantastic stay here. We need not go somewhere else. Place was awesome and clean. Staffs are very polite and helpful. 1. Cygnal cable was always out of signal. 2. At the reception  when i asked if we can have the room with a nice view. They didnt inform me beforehand how much it would cost. They just went ahead and prepared the upgrade and i didnt have the chance to backout. But  all in all. T'was a relaxing stay. TYVM .,Jul,18,2015,87,pos,,,
agoda,Since I was a kid I go to this place I like going to this place however when I went this time everything was alright but when I was about to sleep I found a bag of rock salt under the sheets. I complained and everything alright after that,Jul,16,2015,70,pos,,,
agoda,Awesome,Jul,16,2015,87,pos,,,
agoda,excellent weekend stay. will definitely go back.,Jul,14,2015,93,pos,,,
agoda,without a word  was given a handicap room. you can tell from the bathroom configuration...shower curtain instead of real shower screen/door  hand rails everywhere including a vertical pole 2 feet in front of toilet bowl! the layout did not allow a vanity top so we had to stack our toiletries precariously on the water closet. We know we had a handicap room because we peeped into our neighbours' rooms and they looked normal. Breakfast was a dissapointment too. I've enjoyed much better quality and selection in 3 star hotels. We decided to skip breakfast after 1 morning. This hotel probably sells for its view only. But if you dont get a room with a view  try somewhere else.,Jul,13,2015,33,neg,,,
agoda,As what I say.... Great hotel. Very good place and location. Beautiful view. Nice and attentive staff. Delicious food. Very comfortable to stay. Nothing I can say... It's a great hotel.. Fantastic! Come back again,Jul,03,2015,77,pos,,,
agoda,N/A,Jul,02,2015,90,,,,
agoda,Comfortable but again they need to improve the food quality (breakfast)  attentiveness of their staff (front desk/restaurant)  quality of their elevators and other infrastructures.,Jun,30,2015,100,neg,,,
agoda,Stayed overnight at two deluxe rooms with my husband and kids to celebrate our anniversary and father's day. Check in was swift and efficient. Staff very helpful. Rooms were clean and well-stocked. Housekeeping ready to resupply the room with additional towels and toiletries. Had breakfast at Cafe Veranda. Selection was great and even if the hotel was full  we didn't have to wait for a table for a long time. Lots of activities at the hotel like bubbles at the view deck  swimming. The lifeguard at the pool area was especially helpful to guests. The hotel location can't be beat. Close to the numerous restaurants in Tagaytay City should you prefer to dine outside the hotel. And it's right beside Sky Ranch so best hotel to stay at for those with children. Will definitely be back!,Jun,28,2015,43,pos,,,
agoda,asdasdasdasd,Jun,24,2015,60,,,,
agoda,You will look forward of staying again in your future travels in Tagaytay.,Jun,22,2015,97,pos,,,
agoda,i was over charge for my massage   it was suppose to be 1650 peso upon checking out it was 13 850 peso. I tried to get it rectified but to no avail.,Jun,22,2015,77,neg,,,
agoda,Good,Jun,19,2015,87,pos,,,
agoda,Relaxing ,Jun,18,2015,100,pos,,,
agoda,Stayed with my wife and daughter for a long weekend. Nice hotel  clean rooms  great staff  good location. Food can be better.,Jun,17,2015,87,pos,,,
agoda,Very good experience that's why I return back to the same hotel,Jun,15,2015,80,pos,,,
agoda,Their swimming is too small for that big of a hotel. Furthermore  the taste of their brewed coffee is too bland  not a five star material. But by the end of the day  it is still one of the best in tagaytay.,Jun,15,2015,90,pos,,,
agoda,Please put seat bidet or hand bidet in the watercloset for hygienic purposes.,Jun,15,2015,87,neg,,,
agoda,Was alright! Relaxed and rejuvenating. First and foremost staying on the ridge overlooking the taal was brilliant... just a few things I think the hotel can do better is to have a better spread for breakfast for vegetarians  pay attention to droplets leaking from the aircon inside the room and few staff during breakfast who didnt do a good job in taking our requests to completion. Else rest was pleasant as an experience,Jun,15,2015,83,pos,,,
agoda,very good  very relaxing,Jun,08,2015,70,pos,,,
agoda,Very enjoyable stay  good room  great views from The Lake Wing balconies and the grounds in general  overall a good hotel,Jun,03,2015,77,pos,,,
agoda,Excellent,Jun,03,2015,83,pos,,,
agoda,I set the bar real low so I won't be disappointed.,Jun,02,2015,80,neg,,,
agoda,There were enough amenities for everyone in the family to enjoy. The rooms were a bit old but the hot water in the shower was good and their food was  too.,Jun,02,2015,63,pos,,,
agoda,Second stay at Taal Vista and good again. Big hotel so can become crowded at times. Breakfast was a bit crazy as so many people all helping themselves at the same time. Really need to extend the restaurant or build another restaurant to fit everyone in.,Jun,01,2015,80,pos,,,
agoda,HIGHLY RECOMMENDED. Only issue is room is somehow not noise proof as you can hear people talking on walkways near the rooms. Very nice view of Taal and the location is located strategically near tour establishments. Very huge room with complete amenities.,Jun,01,2015,80,pos,,,
agoda,It was good.front desk employee excellent service. When someone check our to they did not fix our bed.,Jun,01,2015,87,pos,,,
agoda,My family enjoyed our stay at the hotel. We were able to do a lot of kid-friendly activities inside & outside the hotel. The staff were very attentive and accomodating. I just wanted to ask the management if they could have the pool heated during the cool season from Dec-Feb.,May,30,2015,67,pos,,,
agoda,It was perfect. My birthday celebration with my family was worthy. We enjoyed everything  the view of the taal was relaxing  the kids corner made my sons experience fantastic. The food was great! Very happy with our stay.,May,28,2015,97,pos,,,
agoda,Room and staff are nice. Overlooking of taal volcano and garden is nice to relax. It's so calm and quiet.,May,24,2015,80,pos,,,
agoda,Our room was located in the mountain view  however  we dont have a view of the mountain  nevertheless  we were able to see the taal lake in the morning we had our breakfast  food was great. Pool was great as well  problem is its close around 8 pm..,May,14,2015,80,pos,,,
agoda,Awesome as always! I make sure I stay a couple of weekends every year at this hotel. Very private and does not feel cramped even during special occasions.,May,14,2015,87,pos,,,
agoda,We stayed at this hotel for 3 days and 2 nights. Has great view of the Taal lake. Good location  walking distance from the Sky Ranch if you want to go there. Staff is very accommodating. Hotel room is cozy. Breakfast buffet was a let down  didn't have much variety. Tried the Taza Fresh Table restaurant  food was just ok given the high ratings and good reviews from bloggers. I like the hotel but it doesn't have the wow factor of a 5 star hotel..,May,13,2015,77,pos,,,
agoda,Taal Vista has always been a favorite of ours whenever we visit Tagaytay. The rooms at their Lake Wing were new and good. Food is OK but I found their menu a bit limited  so the buffet could be recommended. The staff are amazing though. They immediately attend to the needs of the guests.,May,12,2015,97,pos,,,
agoda,relatively okay,May,11,2015,83,pos,,,
agoda,I enjoyed our stay. My parents enjoyed the food and the room. Will go back next time.,May,09,2015,100,pos,,,
agoda,Superb. Staffs are friendly  food is delicious  the hotel is clean,May,08,2015,97,pos,,,
agoda,it was relaxing and fun,May,08,2015,83,pos,,,
agoda,Perfect for vacation.,May,04,2015,100,pos,,,
agoda,Had a pleasant stay In this hotel  my mother who uses a wheelchair was well taken care of. The staff/ tall man (didn't get his name) was so helpful helping us taking my mom to the room  cafe veranda etc. thank you we will be back.,May,03,2015,80,pos,,,
agoda,Buffet breakfast lacks variety,Apr,25,2015,67,neg,,,
agoda,Taal Vista Hotel is perfect for families with young kids along with the older family members. I love that they provided free wheelchair to my grandmother the whole duration of our stay. Wide-Open spaces with amazing view of Taal volcano (other side has view of the mountains which is also just as breath-taking).,Apr,18,2015,100,pos,,,
agoda,As always  once you checked in  the last thing on your mind is to check out. Relaxing and comforting.,Apr,16,2015,90,pos,,,
agoda,It was a great stay. My family and I enjoyed the swimming pool  the buffet breakfast. It is accessible . Waling distance to the ranch  the casino and few minutes drives to mahogany market. Staff members are accomodating and helpful. Will definitely stay again in this hotel.,Apr,10,2015,97,pos,,,
agoda,Great!,Apr,08,2015,80,pos,,,
agoda,My wife and I stayed at the Taal Vista over the Easter week end and had a delightful stay. The staff are courteous and friendly  the food was good  and the rooms spacious and comfortable.The hotel itself is quite sprawling so easy to get lost until you know your way around. The view is outstanding  just pray for good weather so you get to enjoy it at it's best. The only negative I will mention is that the rooms were overpriced. Perhaps they were just cashing in on Easter  but we paid roughly double what we would normally pay for a hotel of this standard  Easter weekend notwithstanding. I would rate the hotel as 4 star  not 5 star. But all in all  a very enjoyable weekend.,Apr,06,2015,90,pos,,,
agoda,it was generally pleasant,Apr,06,2015,70,pos,,,
agoda,stay is just average,Apr,05,2015,100,neg,,,
agoda,very comfortable,Apr,05,2015,87,pos,,,
agoda,Its a great vacation  we stayed to celebrate my husband's bday  and its a blast. Very near skyranch.,Apr,05,2015,70,pos,,,
agoda,We checked in at 11pm  only 1 staff was in the front desk. After 10 minutes  he called help fr another who was just inside the room adjacent to the front desk  seemingly chatting with another staff. And for a very nice hotel  the staff seem very lax and would talk loud and laugh loud. I think that's an area of improvement,Apr,04,2015,77,neg,,,
agoda,Very good,Apr,03,2015,100,pos,,,
agoda,Great but the only thing I saw for a five star is some old and very unprofessional repairs to fixtures tiles in the elevator cracked and broken,Apr,03,2015,87,pos,,,
agoda,Very good,Apr,02,2015,73,pos,,,
agoda,Our stay was awesome. we have fun staying on this hotel and we are recommending this hotel other people.,Apr,01,2015,80,pos,,,
agoda,our stay in this hotel was so good. from the reception desk  to room service & the b'fast buffet.,Apr,01,2015,90,pos,,,
agoda,This is the 2nd time we stayed here and we always enjoy staying here because of the location and the music lounge with singer and pianist so relaxing and also the dessert cupcakes and cakes but some staff should trained well in assisting there clients properly but the rest of the staff is OK :),Mar,31,2015,67,pos,,,
agoda,Pretty good,Mar,31,2015,93,pos,,,
agoda,It was great!,Mar,30,2015,80,pos,,,
agoda,The last time I stayed in this hotel was back in the 90's and from what I remember the new management had improved the hotel quite a lot in terms of dining facilities and facilities. I believe some rooms were already renovated  but we were assigned in one of the older wings hence it was obvious that the room (although quite clean) was rundown already and overdue for an upgrade. We had dinner in the hotel but the food was so-so  to think they had an event for visiting chefs. Breakfast was bountiful but nothing really special. Given the price vs. competition in the area  I expected more in general.,Mar,30,2015,87,neg,,,
agoda,Good stay,Mar,30,2015,73,pos,,,
agoda,Kids enjoyed and want to go back,Mar,19,2015,87,pos,,,
agoda,Our stay in Taal vista was good as usual. Although we had a problem with lunch where in when we arrived  the restaurant was all reserved and the only place we went to was the lobby lounge where they didnt serve full meals. However  our stay was great and the rooms were nice. Taal vista will always be one of my favorite places to stay in Tagaytay.,Mar,17,2015,100,pos,,,
agoda,it was amazing. The staff is very helpful & friendly. The breakfast is good. The view & the weather is perfect for celebrating your anniversary.,Mar,17,2015,83,pos,,,
agoda,not sa bad but it could have been better as their price is high,Mar,15,2015,100,neg,,,
agoda,Disappointed,Mar,15,2015,83,neg,,,
agoda,A relaxing one!,Mar,12,2015,50,pos,,,
agoda,it was a very relaxing stay and was able to enjoy it with the family. thank you,Mar,09,2015,100,pos,,,
agoda,We wanted to have 2 rooms with king beds  but one of them with an additional bed. Front desk had to give us 4 different rooms until they accomplished such simple request. Later on  we had to complain because they room with an additional bed had only a bed  but not extra toiletries  slippers  breakfast  etc. In general  it was a pleasant stay  but the front desk clearly could be a much better job understanding the customer requests and checking that everything is done correctly.,Mar,06,2015,80,neg,,,
agoda,Love the food  the views and the staffs...but so costly!!!,Mar,04,2015,70,neg,,,
agoda,Very nice time. Staff is excellent and very attentive. The Sunday lunch buffet/native dancing show was terrific!! Very enjoyable! Would stay here again.,Mar,03,2015,83,pos,,,
agoda,My stay in Taal vista was overall okay. However  Im really disspaointed with their breakfast buffet. The foods are cold  the staffs are not that accomodating.,Feb,25,2015,80,neg,,,
agoda,Quite relaxing,Feb,24,2015,100,pos,,,
agoda,It was a pleasant weekend  a bit rainy but we sure have a long rest away from busy city and with a nice view.,Feb,19,2015,70,pos,,,
agoda,We checked in  and our driver left. We then found out we were staying in a different wing so had to get our driver back. The room was plain and featureless  and it smelled of cigarette smoke. When you compare this with 5 star hotels in Manila  it doesn't match. 4 star  maximum. The menu was very limited. Fairly dull. And they delivered the cold toast in the morning with no butter. Sorry  but that's not 5 star standard. And it was expensive for what it was. We will not be back.,Feb,18,2015,80,neg,,,
agoda,good,Feb,15,2015,73,pos,,,
agoda,Location is good  But anything managed by SM is cheap. Even free items in the room  such as soap and toothbrush you have to call 3-4 times for them to bring. Food very good and low quality. Rooms worth 2000 pesos only. In general what you see at SM you see in this hotel,Feb,14,2015,57,neg,,,
agoda,Very nice,Feb,12,2015,97,pos,,,
agoda,I have been in Tall Vista Hotel many times but mostly for our business conferences. But this time i went (as a couple) in order to relax and just re-ignite. And that we did - being beautiful with the view overlooking Taal Volcano and knowing that its dormant but not extinct. I guess seeing nature in its verdant form gave us also an inner glimpse of our barest souls.,Feb,10,2015,80,pos,,,
agoda,Great,Feb,09,2015,83,pos,,,
agoda,just like last year  we enjoyed our stay in the hotel. staff were nice and accomodating. we always look forward watching the fireworks that even rain poured as we welcome the new year  we enjoyed watching those amazing fireworks even were getting wet due to the rain,Feb,06,2015,100,pos,,,
agoda,great!,Feb,04,2015,97,pos,,,
agoda,it's a beautiful hotel. stayed for a week. you can stay inside the compound if you are there with family. lounge facility is excellent. staffs are very caring and always smiling. best part is the value for money. will go back again if i am in tagaytay.,Feb,04,2015,90,pos,,,
agoda,amazingly superb!,Feb,02,2015,97,pos,,,
agoda,Very disappointing. I dont think it was worth what I paid for it.,Jan,29,2015,53,neg,,,
agoda,our stay is very good. though we only stayed for one night. we should have stayed more if the time permitted  so we can explore more of the amenities. we like the live music at the lounge  very entertaining. Everything is good. we will come back again in this hotel,Jan,28,2015,100,pos,,,
agoda,Excellent   will come back,Jan,27,2015,93,pos,,,
agoda,we had a nice stay there. the view is awesome. the room have a nice balcony and spcious. breakfast not so many choice. i would rate the breakfast not more than 3 star hotel.,Jan,25,2015,77,neg,,,
agoda,It Was good nice room but a bit expensive for the room type.,Jan,24,2015,77,neg,,,
agoda,i enjoyed our stay  i will surely go back,Jan,24,2015,80,pos,,,
agoda,Relaxing,Jan,23,2015,73,pos,,,
agoda,for a five star hotel  our room sink is leaking. This was reported to front desk upon checkout. Traffic during holidays is terrible  avoid going there on long weekends and holidays.,Jan,21,2015,87,neg,,,
agoda,We enjoyed it.,Jan,21,2015,83,pos,,,
agoda,staff very nice... great view... super location,Jan,20,2015,73,pos,,,
agoda,The employees are well oriented and hospitable. Two thumbs up! :),Jan,14,2015,80,pos,,,
agoda,I stayed at the most expensive suite available at the hotel since it is the only one available when I requested for an upgrade. unfortunately  the aircon at the master's bedroom is not working and the staff couldn't do anything on our 3 day stay. they offered some discount on my return as a consolation  that is if I ever go back to this low quality hotel!!!,Jan,14,2015,57,neg,,,
agoda,Excellent,Jan,10,2015,100,pos,,,
agoda,We have a fine stay  although the beds are quite small and the room given to us has no view as it is the outermost room on the mountain wing  its comfort room has no lock and the wooden post in it shows that it is old merely retrofitted. Room 334. Nevertheless  I enjoyed the classical music and wine at the Lobby Lounge which also had a fireplace. We were also able to jog in t3 sky view deck during the early which is eindy & considerably cool.,Jan,08,2015,70,neg,,,
agoda,Overall satisfactory but not great.,Jan,08,2015,67,neg,,,
agoda,The best location and view in Tagaytay. My kids love the walking distance to Skyrach. The food (breakfast) was not for a five star hotel standard and pricey.,Jan,07,2015,63,neg,,,
agoda,Staff and location of the hotel is nice. Our room has no view but the view outside was great. on our room the bathroom was kinda open with a weak exhaust. Kinda expensive imho.,Jan,06,2015,90,neg,,,
agoda,Very pleasant stay.,Jan,05,2015,93,pos,,,
agoda,It was ok basically except for the towels which looks old and worn out,Jan,05,2015,83,neg,,,
agoda,Very disappointing.,Jan,05,2015,57,neg,,,
agoda,Great,Jan,05,2015,100,pos,,,
agoda,Not sa bad but it could have been better as their price is high,Jan,04,2015,80,neg,,,
agoda,Best,Jan,04,2015,80,pos,,,
agoda,our room shower facility was clogged. Informed front desk upon check out  don't know what action was taken.,Jan,03,2015,93,neg,,,
agoda,Food choices so limited and kept on repeating menu  diner staff not alert  tables not prepared well  so long wait for orders,Jan,02,2015,63,neg,,,
agoda,Excellent  we always spent Christmas in this hotel  will come back again !,Dec,29,2014,83,pos,,,
agoda,Quite good,Dec,29,2014,100,pos,,,
agoda,Amazing stay!,Dec,29,2014,70,pos,,,
agoda,Our stay at Taal Vista was very relaxing. The staff are friendly. We'll definitely go back here.,Dec,28,2014,100,pos,,,
agoda,This has been renovated so the rooms are very comfortable and the restaurant is cozy. It is centrally located and has a nice pool and a very large garden. The views are perfect for picture-taking.,Dec,28,2014,80,pos,,,
agoda,Best hotel stay in my short trip in Philippines,Dec,26,2014,93,pos,,,
agoda,Very nice,Dec,26,2014,73,pos,,,
agoda,Warm  comfortable and a welcoming retreat from the busy city life.,Dec,25,2014,77,pos,,,
agoda,It's was pleasant but breakfast of 3 star,Dec,25,2014,77,neg,,,
agoda,Superb.,Dec,24,2014,100,pos,,,
