site,review,month,day,year,rate,sentiment,,,
booking,The location is really nice.,Jun,19,2016,65,pos,,,
booking,The veranda cafe was under construction...we had to walk far to get to our rooms!!  Premier lake view rooms!  Still a nice stay,Jun,21,2016,67,neg,,,
booking,the view of taal and the delicious breakfast featuring native dishes from batangas,Jun,21,2016,98,pos,,,
booking,None,Jun,21,2016,67,neg,,,
booking,All the staff were very accommodating and made sure that we were comfortable in our rooms. The buffet breakfast was sumptuous. The front desk staff always serve with a smile from check in to check out. They were proactive in dealing with guest and made sure that each guest request were acted upon appropriately. We really had a wonderful weekend. ,Jun,21,2016,98,pos,,,
booking,We weren't able to use the in-room entertainment because the cable provider's digibox is broken.,Jun,21,2016,88,neg,,,
booking,Staff were more than accommodating. Spa was a must-visit during our stay.,Jun,21,2016,100,pos,,,
booking,It is most unfortunate that the front desk staff did not inform us that we were entitled to a discount - we are SM Advantage cardholders.  As a result  we were made to pay P 1 500.00 more.  Not good.,Jun,24,2016,81,neg,,,
booking,This may be the best hotel in Tagaytay City insofar as location and as facilities are concerned.,Jun,24,2016,89,pos,,,
booking,Rooms are a bit outdated,Jun,25,2016,78,neg,,,
booking,Incredible view!,Jun,25,2016,89,pos,,,
booking,The towels are old and threadbare.,Jun,26,2016,67,neg,,,
booking,I booked the room for my sister celebrating their wedding anniversary. The staff sent them a cake with a greeting which was a very nice gesture.,Jun,26,2016,98,pos,,,
booking,This is a massive property. We were next to the banquet / convention facilities and had to walk through the lobby for that section of the hotel to gain access to our room. I felt a bit uncomfortable walking through a formal wedding reception in my t-shirt and shorts. Our room was very  very far from main lobby and restaurant area. The resort was undergoing big remodelling projects during our stay.,Jun,27,2016,75,neg,,,
booking,The rooms were so cozy and spacious.,Jun,27,2016,88,pos,,,
booking,No bidet in the bathroom,Jun,28,2016,80,neg,,,
booking,Excellent buffet selection!,Jun,28,2016,87,pos,,,
booking,Not too much to do inside the hotel  i hope they have added facilities like kids play area  sports center and other leisure activities.,Jun,28,2016,86,neg,,,
booking,breakfast,Jun,28,2016,91,pos,,,
booking,The view of the Taal lake from thw room was magnificent. The staff were courteous and accommodating.,Jun,30,2016,81,pos,,,
booking,Food was great!,Jun,30,2016,92,pos,,,
booking,Our stay was excellent. Staff was the most accomodating ive experience in a long time. Will definitely come back and recommend to friends.,Jun,30,2016,78,pos,,,
booking,The staff can be a little bit more accommodating. There are some stuff that are friendly tho.,Jul,01,2016,93,neg,,,
booking,The view of Taal never fails to overwhelm. The service is good.Food from the breakfast buffet could still be improved.,Jul,01,2016,68,pos,,,
booking,Some of the furniture (sofa  bath tub) were a bit dated. Not much vegetarian food options in the breakfast buffet.,Jul,03,2016,94,neg,,,
booking,Spending my birthday at Taal Vista  was a great decision! The staff were very accommodating  and even gave me a complimentary birthday cake! :),Jul,03,2016,55,pos,,,
booking,Make the room fixtures at par with the 7k price tag.,Jul,03,2016,95,neg,,,
booking,View was stunning. Near casino and Sky Ranch amusement park. Staff were very friendly and welcoming.,Jul,03,2016,44,pos,,,
booking,Our room allocated was in the basement with no view whatsoever. It felt like a prison. After complaining we got a view of a concrete courtyard which kept the prison scheme but at least we could see the sky. We had to wait 15 mins to be seated for breakfast both weekend days. This place is uber busy and if you don't like noisy kids  think twice. Room was ok but nearly needed to take a taxi ride from main reception ;),Jul,04,2016,96,neg,,,
booking,Nice staff  big room,Jul,04,2016,68,pos,,,
booking,Room guests should have been informed earlier that the Fresh Table restaurant was closed for a private function  the childrens play room was closed. Would have liked a bathtub in our Premier room,Jul,05,2016,97,neg,,,
booking,The attentiveness of the staffs to detail  the warmth of their welcome which displayed their sincerity  the food served  the facilities at the hotel,Jul,05,2016,69,pos,,,
booking,No bathtub,Jul,06,2016,98,neg,,,
booking,The view is excellent,Jul,06,2016,71,pos,,,
booking,The service in the restaurant was very poor  no attention given   too much dirty tables to clean and no food available in the buffet for breakfast. During dinner the service was very slow too..no follow up coming from the management of the hotel,Jul,07,2016,89,neg,,,
booking,The staff was competent and efficient.  They accommodated requests and were very polite and friendly.  The breakfast was wonderful considering the variety of dishes served.,Jul,07,2016,75,pos,,,
booking,Nothing.,Jul,07,2016,87,neg,,,
booking,Everything. ,Jul,07,2016,73,pos,,,
booking,Beware the price fluctuation. Price dropped shortly after I made reservations.,Jul,11,2016,88,neg,,,
booking,Location is lovely and there view is awesome. Food there is great too! The manager at the time (Jermaine) addressed my woes (see What didn't you like? section) effectively and we were able to compromise  and it made me a happy customer!,Jul,11,2016,74,pos,,,
booking,The promo price on the booking and the room wasn't the same. It wasn't as advertised. and the check-in time took 30 minutes.,Jul,13,2016,86,neg,,,
booking,I truly appreciated the assistance that was given by our reservations officer  Ms. Jeramie Pasion. She was really helpful in responding to all of our queries and needs. I would also like to thank Julian from the front desk for his excellent service and making sure that my senior parents got the correct discount.,Jul,13,2016,78,pos,,,
booking,Our room looked nothing like the photos in the website. We were supposed to get an extra large double bed  but upon checking in  none were available  so they just joined two small and uncomfortable beds together. The exposed floor was quite dusty! Decor was sad and pathetic. The advertised Garden or Taal Ridge view was non-existent from our Mountain Wing room. Quite a disappointment for an expensive hotel.,Jul,13,2016,85,neg,,,
booking,Apart from the decent location  the breakfast buffet and the view of the volcano from the viewing deck area were the only things we liked at this hotel.,Jul,13,2016,79,pos,,,
booking,There is no hot water in the bathroom. Maybe we should have requested to switch another room but since we only stayed there for one night  we just didn't hustle for the change.,Jul,14,2016,84,neg,,,
booking,Breakfast is wonderful. The resort has a great viewing deck where you see a breathtaking panoramic view of the Taal lake and volcano.,Jul,14,2016,68,pos,,,
booking,The rooms are outdated & bedroom linens are not smooth & comfortable to touch. Pool is not heated considering the year round cool weather. The way to the basement parking is too narrow.,Jul,14,2016,83,neg,,,
booking,The location was awesome. The bathroom toiletries are at par with Japan hotel standard except for the amenities like the bidet.,Jul,14,2016,88,pos,,,
booking,One of the rooms that we booked had a semi-faulty aircon.. They can't fix it  to the point that I asked for an electric fan to be placed in the room.  It helped.. but felt weird that such 9K per night room has a faulty aircon.,Jul,16,2016,82,neg,,,
booking,One thing to improve. I didn't care for bathrooms since they looked more like public restrooms with a glass door that doesn't have privacy.,Jul,16,2016,87,neg,,,
booking,We loved the breakfast. The bacons were so yuuum! The rooms and the view are excellent.,Jul,16,2016,81,pos,,,
booking,The in-room food menu,Jul,18,2016,85,neg,,,
booking,We booked two rooms with the lake view (new building) and the scenery was magnificent. Kudos as well to their staff for great customer service.. Although my issue with the room was not entirely fixed  they continuously communicated and kept me updated on what they were doing. I felt like they were very well trained in customer service.,Jul,18,2016,80,pos,,,
booking,Early closing of Pool area and minor defect of sanitary wares,Jul,19,2016,84,neg,,,
booking,beautiful view from the deck in the evening  Kultur the lobby level shop has a good collection.,Jul,19,2016,98,pos,,,
booking,old toilets (not even a shower mixer)  not so comfortable beds long walk from the room to the restaurant  one restaurant under renovation  so just one in operation + a lobby level coffee shop  you have to wait long to find your waitress in the restaurant  the ordered beer was served at room temp  they asked me if I would like to add ice:) again but for few fast food chain restaurants  the mall and the other fine dining restaurants are not in walking distance.,Jul,19,2016,83,neg,,,
booking,The hotel is well maintained The staff are polite and courteous overall it was an hassle free stay,Jul,19,2016,97,pos,,,
booking,The furnishings in the premier/lake view rooms could use some updating though.,Jul,19,2016,82,neg,,,
booking,Taal vista is the place to be when staying with family.  We grew up to this hotel and brings back a lot of good memories.,Jul,19,2016,96,pos,,,
booking,Few choices for breakfast,Jul,21,2016,81,neg,,,
booking,Amazing View from the porch   a masterpiece  everything is good in the hotel   like bed comfort  the room capacity   the crew   the hotel site   and I would recommend everyone to take a room that comes with a porch  because you will be missing a lot if you don't   ya it's a little bit expensive  but it's worth it   trust me   and also I recommend if ordering from room service  the Cuorgettes Pasta   it is magnificent .,Jul,21,2016,95,pos,,,
booking,Nothing,Jul,23,2016,78,neg,,,
booking,We enjoyed the view from our room..The traffic was heavy outside so we just had our food served in the room and had  dinner in the balcony..     Food was good.. we have a view of the lake   quiet  it was such a relaxing stay..,Jul,23,2016,94,pos,,,
booking,Breakfast buffet is expensive for a so-so taste,Jul,24,2016,78,neg,,,
booking,The Food and ambiance,Jul,24,2016,93,pos,,,
booking,I requested for a two bed  I indicate it with my reservation but they gave me 1 queen size bed. Then when I requested for a two bed they told me that they are fully booked and they cannot accomodate my request. I've been there lots of times  they should improve their service when they are fully booked. they can't accomodate well because of that.  great breakfast though.,Jul,26,2016,67,neg,,,
booking,all the staff is very friendly and accomodating.,Jul,26,2016,92,pos,,,
booking,We found the room facilities to be very dated and old. Granted  it's an old hotel but a lot of their fixtures (and floors) need to be updated. We got a mountain view room and it wasn't so much a view of a mountain but more a view of the neighboring empty lot. One would expect more for the price you have to pay for the room  It was 5 200 plus in Booking.com but amounted to 6 500 when we got there (Plus there was a 2k deposit).,Jul,26,2016,55,neg,,,
booking,We like how abundant the breakfast buffet was  and the staff were very accommodating and friendly.,Jul,26,2016,69,pos,,,
booking,It was a full comfy experience excess for the food service at the lobby & as well in the taza restaurant. The service was too slow & we need to keep on calling the waiter for follow up. The was also a time wherein they forgot to serve 1 order which got my mom frustratedz,Jul,27,2016,90,neg,,,
booking,Staff are very friendly and helpful. You will be greeted with smiles everytime. View from the premier room is amazing,Jul,27,2016,85,pos,,,
booking,Did not get the room we wanted due to very very over booked. But that's understandable. 2 requested call backs were not made.,Jul,27,2016,90,neg,,,
booking,The view,Jul,27,2016,86,pos,,,
booking,No senior citizen discount?,Jul,28,2016,91,neg,,,
booking,none,Jul,28,2016,87,neg,,,
booking,the buffet breakfast was superb. there were lots of choices and they kept refilling the empty containers,Jul,28,2016,94,pos,,,
booking,I hate the bugs and moths on the veranda at night,Aug,01,2016,88,neg,,,
booking,Our room was far from the main entrance and dining area. Walking is not a problem but there was no elevator in our wing and no ramp for our baby's stroller. We had to drag it several flights of stairs while carrying the baby. Such a hassle.,Aug,01,2016,88,neg,,,
booking,Excellent location of hotel. Room is big and spacious. Much appreciated since we have an active toddler in tow.,Aug,01,2016,89,pos,,,
booking,Bit expensive,Aug,02,2016,76,neg,,,
booking,none,Aug,04,2016,91,neg,,,
booking,view,Aug,04,2016,75,pos,,,
booking,Check in time took soo long  then there was no available room and I was made to wait for one hour  only to find out that the room was ready in 30mins.,Aug,08,2016,90,neg,,,
booking,Staff are nice and very professional.,Aug,08,2016,73,pos,,,
booking,No door at the bathroom. No bidet.,Aug,09,2016,88,neg,,,
booking,I love the view and the accomodating staff.,Aug,09,2016,66,pos,,,
booking,Too expensive,Aug,09,2016,55,neg,,,
booking,The air-conditioning unit was not working and the rest room door locks were damaged. Breakfast was so ordinary. Been billed higher than what was posted online hence I called the staff attention to check rates.,Aug,09,2016,44,neg,,,
booking,Fantastic view to the Taal Volcano. Great room service and friendly and helpfull staff.,Aug,09,2016,89,pos,,,
booking,Room is spacey,Aug,09,2016,33,pos,,,
booking,We were placed in a room with only a partial view of the lake when i booked a Lake View Room..after requesting for a room transfer  we were transferred to a smoking room which was the downside of the whole stay..could have been perfect if we were given exactly the room for the price that I paid for,Aug,09,2016,82,neg,,,
booking,Breakfast selection was great. Service was on point and accommodations were nice.,Aug,09,2016,44,pos,,,
booking,Limited choice of breakfast specially for Muslims people Bathroom is not good,Aug,13,2016,65,neg,,,
booking,The Leake wives very nice,Aug,13,2016,67,pos,,,
booking,More stable internet connection in the rooms.,Aug,14,2016,98,neg,,,
booking,Awesome stay,Aug,14,2016,67,pos,,,
booking,Install bedet for toilet.,Aug,15,2016,98,neg,,,
booking,Size of rooms and claenliness,Aug,15,2016,,pos,,,
booking,There was a little problem about your comfort room (water closet/reservoir) in our room we accomodated.,Aug,17,2016,88,neg,,,
booking,My room is ok but my mistake was  i have to get the lake wing next time.,Aug,17,2016,100,pos,,,
booking,The design of the bathroom and shower. The air-conditioning of the room goes to the shower area which makes it uncomfortable. also the Toilet when used the scent permeates to the room.,Aug,18,2016,81,neg,,,
booking,The breakfast buffet ha a good selection of foods. The staff were hospitable and neat looking.,Aug,18,2016,89,pos,,,
booking,The pool is quite far away if your room is in the lake wing  and the signs to get there are not very clear - in fact  there aren't many around! I happened to cross paths with the manager of Taal Vista Hotel who was very accommodating and helpful as he also pointed out the kids club room - but that too needs improvement as there weren't many things to play with at the time my kids were there.,Aug,20,2016,78,neg,,,
booking,The view to the lake was amazing! Great Breakfast Buffet! Kids friendly.  Sky Ranch with nice rides for kids of all ages & a zip line etc is walking distance from the hotel (right next to Taal Vista)!,Aug,20,2016,89,pos,,,
booking,we checked in  at 230pm and the room is not ready yet.. also theyre having problems in my room key ..room is too far from the lobby .. you need a roller blades.. my husband and i are both senior citizens,Aug,22,2016,67,neg,,,
booking,Excellent staff; very comfortable rooms; ideal location was given to us,Aug,22,2016,98,pos,,,
booking,The pastries is so good!,Aug,23,2016,75,pos,,,
booking,No BIDET for toilet,Aug,24,2016,88,neg,,,
booking,Ambiance is good courteous staff. Food is delicious,Aug,24,2016,80,pos,,,
booking,first and formost when i book my stay here i confirmed a cash basis pay but to my surprise when we get there its already paid via my credit card!! how come would you settle my bill at my credit card without informing me???!! the aircon in our room is not functioning! i call for check up  the engineer or the maintenance also feel the hotness in our room but they still say the aircon has no problem at all  and to think they just offer me a fan! i was like?! really??? at taal vista hotel i would use a fan!! lastly  why dont you have  a sign board or precaution sign telling that if its raining the grass is very slippery. my mom stamble down!! and infairness to your security or even a staff NO ONE HANDED FOR A HELP!! when i get back to check my parents  thats the only time we call for house doctor and when they ask the security they didnt know that happen!!!,Aug,24,2016,87,neg,,,
booking,There's no bidet,Aug,29,2016,86,neg,,,
booking,Everything specially the staff who are so friendly and accommodating,Aug,29,2016,91,pos,,,
booking,Breakfast is the best!!!!,Aug,30,2016,81,pos,,,
booking,Rooms bit far  no jacuzzi in the pool area since climate there is colder. Buffet breakfast not good and not of international standards.,Aug,30,2016,92,neg,,,
booking,The location and view is good. Weather is cool.,Aug,30,2016,78,pos,,,
booking,All,Aug,30,2016,93,neg,,,
booking,Nothing,Aug,30,2016,68,pos,,,
booking,The buffet breakfast was delicious and the room clean.,Aug,31,2016,94,pos,,,
booking,Nothing,Sep,01,2016,55,neg,,,
booking,The buffet breakfast is great. View of Taal volcano is great,Sep,01,2016,95,pos,,,
booking,I wish there was bidet in the toilet.,Sep,02,2016,44,neg,,,
booking,Less choices for buffet breakfast,Sep,02,2016,96,pos,,,
booking,The traffic going there.  Can SM do something?,Sep,05,2016,68,neg,,,
booking,All requests are granted and everything we need were provided,Sep,05,2016,97,pos,,,
booking,this hotel is overrated. for a price of 8500 it's not worth it. it's old. the hallway looks creepy and smells like a hospital  you have to walk very far to reach your room. if price range was around 4000 then  it would be a great deal for money.,Sep,06,2016,69,neg,,,
booking,We like the view  one of the best views of Taal Volcano. The coffee shop is very cozy  and has a good view of the lake.,Sep,06,2016,98,pos,,,
booking,i booked for a lake view but didnt get it and higher floor but didnt get it.,Sep,06,2016,71,neg,,,
booking,the staff were really kind and helpful. at first i booked a de luxe room 7500  and very disappointed.very small beds and our view was just a wall. so i requested to upgrade our room to a higher floor with the view of the lake  they were kind enough to do so ofcourse i paid extra but it was a good decision. the lake view room with king size bed was way lot better.,Sep,06,2016,89,pos,,,
booking,The rooms need to be refurbished.,Sep,11,2016,75,neg,,,
booking,Fantastic view of lake  spacious rooms  beautiful lawns  nice parking and very courteous staff,Sep,11,2016,87,pos,,,
booking,The romantic dinner package should have pushed through if there were more choices on the menu.,Sep,15,2016,73,neg,,,
booking,Loved the coziness and the atmosphere is so relaxing   quiet  peaceful and romantic for us.,Sep,15,2016,88,pos,,,
booking,All excellent.,Sep,15,2016,74,neg,,,
booking,Very friendly staff.  Decent breakfast buffet. Lake view rooms have good view of volcano.,Sep,15,2016,86,pos,,,
booking,nothing....keep up the good work guys...i will refer your hotel to my friends and relatives,Sep,17,2016,78,neg,,,
booking,The long wait at the reception,Sep,17,2016,85,neg,,,
booking,My room looked different from what I've booked here in Agoda.,Sep,19,2016,79,neg,,,
booking,Check in process was slow. Wile it is on a holiday weekend  I still think standing in line for almost an hour is too much.,Sep,20,2016,84,neg,,,
booking,Amazing Place and view (maybe the best one)  very big and with a lot of entertainment.,Sep,20,2016,68,pos,,,
booking,We were informed via email that we were upgraded from premier to suite but when we got there they still booked us in a premier room without explanation that we were not granted with the upgrade. In our room we ask the front desk and that is the time they asked someone what happened. They retracted that perks because that said maintenance did not push thru . The retraction email was only sent after our complaint . Retraction should be timely to prevent frustration and embarrassment from guest,Sep,22,2016,83,neg,,,
booking,the tomahawk porkchop is really good.. ,Sep,22,2016,88,pos,,,
booking,Bathtub and sink is clogged. Towels are old so I can't dry up. Key card malfunctioned twice and I have to walk far to the info desk. Adjacent room can be heared. Must have a double door to the extension,Sep,23,2016,82,neg,,,
booking,cleanliness of the entire hotel  staff were so friendly  buffet breakfast was excellent  had a very peaceful and comfortable stay at the room  comfort room was clean and organized,Sep,23,2016,87,pos,,,
booking,Once the sliding door of the bathroom is locked from the inside  the person inside cannot open the door. The size of the bathtub anti-slip mat was too wide,Sep,24,2016,81,neg,,,
booking,The ambiance is relaxing,Sep,24,2016,85,pos,,,
booking,The food at Taza was good and service was commendable. Breakfast buffet staff was a whole lot different. Coffee tastes like water  no cream  no stirrer. You have to ask multiple times before they are able to serve you. But the food is good.,Sep,25,2016,80,neg,,,
booking,Location is great,Sep,25,2016,84,pos,,,
booking,The Mountain Ridge rooms are old and outdated. It hasn't been maintained well. Sheets  towels and beddings aren't that great. Overall  it feels as if it isn't part of the hotel compared to the lake wing. Coffee at the breakfast buffet tastes like water.,Sep,25,2016,98,neg,,,
booking,Peaceful and clean ; Nice view,Sep,25,2016,83,pos,,,
booking,Wifi not the most easy to access and lost signal a lot of time. For expensive room (Lake view   aroud 170 euro at night) dinner should be included at the minimum (or a voucher/discount ticket ) .,Sep,25,2016,97,neg,,,
booking,Very accommodating and friendly staff,Sep,25,2016,82,pos,,,
booking,waiting to check in & check out...,Sep,26,2016,96,neg,,,
booking,Location,Sep,26,2016,81,pos,,,
booking,The ants on the balcony kept us from having coffee on the balcony in the morning!!,Sep,26,2016,95,neg,,,
booking,location,Sep,26,2016,78,pos,,,
booking,the hot shower wasnt working. complained and they gave me a P500 discount. but total amount i paid was 12 900 while the booking.com figure at the email was only almost P11 000. upon arrival and clarifiction  was told that said amount does not include taxes.,Sep,26,2016,94,neg,,,
booking,Cleanliness,Sep,26,2016,78,pos,,,
booking,Hidden charges !,Sep,26,2016,93,neg,,,
booking,Confusion made at the reception area about the booking & charging,Sep,26,2016,67,pos,,,
booking,no aircon,Sep,26,2016,92,neg,,,
booking,The place - cleanliness and comfy of the place.,Sep,26,2016,55,pos,,,
booking,Aircon leaked.,Sep,26,2016,69,neg,,,
booking,The facilities.,Sep,26,2016,90,pos,,,
booking,A bit expensive for the whole experience,Sep,26,2016,85,neg,,,
booking,I would expect a shower/bath combo for a deluxe room  maybe this is something they can do in the future as there is ample space to have one. A maisonette bed near the lamp shade might look better than a plain chair.,Sep,27,2016,90,neg,,,
booking,All of my requests were granted with no questions asked. I loved the complimentary birthday cakes for me and my mom. Excellent service  very nice ambience and relaxing stay. It could have been a bit longer. Thank you!,Sep,27,2016,86,pos,,,
booking,Instructions not followed.First Instance was during breakfast i ordered hot chocolate along with the breakfast but it did not arrive 2nd instance was during check out-i specifically called for advance check out since i cannot stand for a very long time due to my injury in the legs but i still stood in line waiting to get checked out third i was standing about to ride my car when this guy from the hotel with all the luggages just passed by me and i almost fell from the gutter,Sep,27,2016,91,neg,,,
booking,Beautiful view!!!,Sep,27,2016,87,pos,,,
booking,I'm from USA so I don't drive while vacationing in Phillippines.  There should be a way the staff can assist in getting customers a shuttle  taxi  or some type of transportation to get them to where they need to go.  It just didn't feel pleasant staying in such a beautiful and luxurious hotel  to then after checking out having to carry your luggage down the street to grab transportation.,Sep,28,2016,94,neg,,,
booking,The hotel is luxurious and beautiful. Located next to kids amusement park. There's also a casino directly across the street. The complimentary breakfast was excellent.,Sep,28,2016,88,pos,,,
booking,Pleasant views.,Sep,29,2016,88,pos,,,
booking,The access from the lobby to the room is very lengthy.,Sep,29,2016,89,neg,,,
booking,We called to provide Feather pillows  and we were glad that they were provided as my wife could not sleep without them. The artists who performed in the Lounge are just great  including Ms. Lacsamana.The SPA Thai massage and foot massage were perfect. Pretty much a great stay!,Sep,29,2016,76,pos,,,
booking,A little bit expensive than other hotels in the area.,Oct,02,2016,91,neg,,,
booking,excellent breakfast...really enjoyed,Oct,02,2016,75,pos,,,
booking,Room is great and mango panacota,Oct,02,2016,90,pos,,,
booking,Expected more for price and rating.  Noisy hotel  can hear everything from guests in other rooms  slamming of doors. Long walks to rooms  smell and feeling is a bit like a hospital! Food quality average  fast food style. Seevice slow and staff needed reminding that youd ordered. Breakfast choice poor  fried  unhealthy. Coffee is poor. In our opinion price  is not reasonable for old style hotel that needs renovating - similar price to 5 star hotel in Manila but quality average.,Oct,02,2016,73,neg,,,
booking,View was good,Oct,02,2016,88,pos,,,
booking,I wish they have other activities to do inside the hotel aside from the pool and the NOT so much of an activity room.,Oct,03,2016,66,neg,,,
booking,the MASSAGE!!!.. =),Oct,03,2016,55,pos,,,
booking,We booked two suites and one Deluxe Queen. The two suites turned out to be on the opposite ends of the hotel and quite inconvenient for us as a group. The suite we got was in the mountain view. It's spacious and clean but old and lacks furnishings of a suite. It looks empty. If you will book this hotel  choose the Lake wing which has nice rooms and better view.,Oct,04,2016,44,neg,,,
booking,Room had wonderful view of the lake and bar lounge was lovely,Oct,04,2016,89,pos,,,
booking,The water from the shower room comes out on the floor going to the bed??i dont know maybe we use the shower very strong???,Oct,04,2016,33,neg,,,
booking,Location is excellent. Has very nice view of Taal lake. The staff are all courteous and accommodating.,Oct,04,2016,82,pos,,,
booking,front desk assistance.. too slow,Oct,04,2016,44,neg,,,
booking,We love the room..all is in there.hair dryer iron for clothes we can boil hot water for coffee...perfectour memories here will  treasure forever,Oct,04,2016,65,pos,,,
booking,Checkout was awful i waited my luggage almost an hour to be picked up from my room to lobby,Oct,05,2016,67,neg,,,
booking,It's near to sky ranch & restaurants. Relaxing with the veranda view of taal lake,Oct,05,2016,98,pos,,,
booking,No hose in toilet and breakfast was not great.,Oct,05,2016,67,neg,,,
booking,Location staff is very well,Oct,05,2016,98,pos,,,
booking,Fogs,Oct,06,2016,88,neg,,,
booking,Ambiance,Oct,06,2016,100,pos,,,
booking,The room should be a Lake view and expected it is a lake view but it seems its only the name of the accomodation or building,Oct,07,2016,81,neg,,,
booking,The bathroom was clean and big. The bed was comfy and the room was larger than I expected. We had a mountain view room and the view was pretty.,Oct,07,2016,89,pos,,,
booking,They are missing the magnifying mirror in the bathroom. Also missing a flush for the toilet. The TV size is small for the suite  it needs a min of 42 TV. The swimming pool is small for the size of the hotel & it looks like it is for kids! I did not like that I had to reissue my reservation again with a higher price because they claim the they sent me an email that my credit card did not work  although it worked the 2nd time with the higher price!!!!,Oct,07,2016,78,neg,,,
booking,Suite is comfortable. The view of the lake is so amazing. The food is good although they only have one restaurant & one caf. TV channel is fare. Bed is comfortable to sleep. The balcony is nice to sit & enjoy the view. Bathroom size is big & comfortable.,Oct,07,2016,89,pos,,,
booking,Since our room had a connecting door we could hearbtge coughing and shouting of our neighbor,Oct,07,2016,67,neg,,,
booking,Bfast was worth it,Oct,07,2016,98,pos,,,
booking,Your bathroom does not have a bedet  it's hard to clean yourself after taking a dump.,Oct,08,2016,75,neg,,,
booking,Staff had been lovely and location,Oct,08,2016,88,pos,,,
booking,The bed is really soft. I like the amenities in the room. The people that assists me are cheerful and patient with my inquiries. Aircon is very easy to operate. The lake view is really breathtaking. It was very nice to wake up and appreciate the site. Too bad I wasn't able to use the gym nor the pool (due to the work I'm doing that day) but there will be a next time.,Oct,10,2016,80,pos,,,
booking,Housekeeping forgot to place garbage bag to bin  and forgot to dispose some trash leaving it to the bathroom,Oct,10,2016,87,neg,,,
booking,The comfort room doesn't have a bidet. Would be great if it has one.,Oct,11,2016,86,neg,,,
booking,Love the bedroom and huge barhroom.,Oct,11,2016,91,pos,,,
booking,A bit costly  not so affordable price but its worth it...,Oct,12,2016,81,neg,,,
booking,The location especially lake wing rooms with balcony,Oct,12,2016,92,pos,,,
booking,Nothing,Oct,12,2016,78,neg,,,
booking,All the place,Oct,12,2016,93,pos,,,
booking,We arrived there as early as 1pm  we got entertained as soon as we came  but we we'rent able to get into the room until 15mins passed 2pm. The waiting got us little frustrated  coz we saw couple of guests having their early check-ins.,Oct,12,2016,68,neg,,,
booking,The view of the Taal Volcano is excellent. My family loved it specially my parents.,Oct,12,2016,94,pos,,,
booking,We had difficulty to have late check out while I have genius benefit at the end we got only 1 hr Also watch out room 382 lake wing because there is big tree obscure the view,Oct,13,2016,55,neg,,,
booking,Breakfast was great but lack the ambiance as it was in a big ballroom. Otherwise its all good.,Oct,13,2016,95,pos,,,
booking,Just a bit pricey.,Oct,16,2016,44,neg,,,
booking,The service were good.,Oct,16,2016,96,pos,,,
booking,Some of the hotel under renovation. Also very big so not so intimate,Oct,18,2016,68,neg,,,
booking,It was a nice experience the room was clean  the atmosphere was good  and most of all the staff were helful and friendly.,Oct,18,2016,97,pos,,,
booking,My plan for my girlfriend's birthday somehow(late) didn't went well. They recommend something so I thought it was okay  and I don't have an extra plan due to tight schedule and busy work. Please do not recommend something if it isn't final. I even upgraded my room for a lake view room. Overall it was good but somehow disappointed. Thanks.,Oct,18,2016,69,neg,,,
booking,Big corner room with beautiful views,Oct,18,2016,98,pos,,,
booking,I tried to withdraw money in the atm at the hotel and my card got captured when I inserted it into the machine. I didn't even get to punch in my pin yet! It took some time before the hotel personnel contacted the bank and I was told to have my card blocked and get another card from my bank when I get home. It's a good thing I have another atm card from another bank or I would have had no money during my stay in Tagaytay!,Oct,20,2016,71,neg,,,
booking,The A/C in our room was dripping  which isn't safe at all.,Oct,21,2016,89,neg,,,
booking,Booked a room in the mountain wing  got advised by reception to upgrade and move to the lake wing as the other wing was old and had no view No transport in the area - Avis car trip 11km costs 900 pesos what we paid in in a taxi from Manila to tagaytay! Way back to Manila from hotel - charging 4300 pesos for the same trip Had no aircon in upgraded room for first night as when we complained they didn't come to fix it for an hour and we were already sleeping  the next morning when we were trying to get ready for a wedding it took 1 hour and 6 calls to reception to finally get someone to fix it,Oct,22,2016,75,neg,,,
booking,Fantastic views if in the right rooms facing the lake!,Oct,22,2016,87,pos,,,
booking,A rug for the floor in the balcony because it got wet and slippery because of the rain.,Oct,23,2016,73,neg,,,
booking,The room that we got had a front view of the taal volcano.  Wifi had a strong connection. Beds were soft and comfortable.  The floor in the toilets were not that slippery but it would be nice if there is bath tub included.  Nice interior,Oct,23,2016,88,pos,,,
booking,No bidet in the toilet,Oct,24,2016,74,neg,,,
booking,Friendly staff especially lobby lounge and security.,Oct,24,2016,86,pos,,,
booking,Need to work on AC in the hotel and room very hot. You can see that the hotel is aging and renovations are needed and in progress.,Oct,26,2016,78,neg,,,
booking,Location is great. Staff are accommodating.We'll always come back here!!! We'll be waiting for the reopening of the new veranda overseeing the Taal lake!!!,Oct,26,2016,85,pos,,,
booking,People occupying the front tables of the lobby cafe for hours  blocking the view  not talking to each other  way done eating  just browsing with their phones.,Oct,26,2016,79,neg,,,
booking,The only downside is the long and winding walk from one building where we stayed to the main building where reception and lobby is. The main restaurant for the buffet breakfast was under renovation. When we stayed there in October 2016,Oct,27,2016,84,neg,,,
booking,Everything-location  rooms  beds  breakfast  staff. there is free parking and free wifi in the room. We had a welcome plate of fruits and a slice of cake to greet us upon entering the room for the first time. The non alcoholic beverages in the fridge were also complimentary. The bathroom is spacious with complimentary toiletries and bedroom slippers.,Oct,27,2016,68,pos,,,
