neg,Room service
pos,Hotel area
neg,There is no separated door for the toilet and no handy spray ...
pos,Our room view.
neg,the toilet bowl was unclean. maybe it was the recycled water  but it was very unpleasant.
pos,Location   and everything in the hotel is super nice  ..
neg,We were given the wrong area lake view 419instead of mountain view ( written - check in paper). No one assisted us so we walked on our own to reach the area. We saw a guard but instructed as to go to different area(from right side towards the left most side- mountain view to lake view). Upon reaching there  we were told that we have to walk all the way to the other side of the property.  And that 419 is mountain view n not lake view. They told us that the paper was wrong. We were carrying our bags by ourselves with no one assisting  or guiding us.
pos,it has the best view of the lake and the volcano. the staff is super friendly.
neg,The gate to the Sky Ranch closes at 6pm :(
pos,the place and location
neg,The rooms that we got were in the old wing and we were right smack in the middle of guests with their families that if not noisy  rowdy and kids that like to throw tantrums left and right. The room details on the choices could have indicated if the rooms were in the old or new wing. The process of profiling guests could have been done just so big families with kids can be put on certain floors/wings. Thanks.
pos,Overall  i really like the place with ALL their friendly staff.  Perhaps to have healthier food on the menu -- even vegan would be nice :)
neg,Nothing
pos,special shout out to Kevina. she went out of her way to get me a birthday cake thus making my birthday special. thank you
neg,Pools timing
pos,Been here a couple of times. Still very satisfied.
neg,Cable tv has only 1 channel. The housekeeping failed to repair it.
pos,Taal vista still has the most magnificent view of the volcano and taal lake. Rooms were clean and complete toiletries were provided.
pos,foods are nice and all the staff are polite.
pos,Everything.
pos,View
pos,The scenery and friendliness of staff
pos,Go for the Premier Rooms since it got a superb view. When it comes to food  breakfast buffet got a nice selection and Taza Fresh Table Restaurant is a must try. You can't go wrong with Taal Vista.
neg,The room
pos,The View and The Veranda Resto
neg,The lack of trolleys (and probably insufficient staff) that led to the staff unable to assist the guest during check out (peak hours) is dosappointing. We waited for 1 hour for the luggage assistance and no one came despite several front desk promises. So we were obliged to carry our luggages (note that my wife is pregnant) all the way from the 4th flr to the lobby!
pos,The landscape garden and accessibility to sky ranch and restobar
neg,Bed is not comfortable  most of the staff are not friendly.   We booked for a room service spa at 10:30pm but no one showed up. I thought they're just late so I waited for 30mins and called to find out that our booking was not endorsed by the staff to the night shift therapist.
pos,We liked the view of the lake.
neg,the door key more mentainance check need
pos,Friendly staff
neg,The food from room service such as the thin crust pizza and buffalo wings wasn't hot and fresh anymore. But the staff was super friendly.
pos,Thanks to the staff for the clean tub it was too chilly for our kid to swim in the pool that day! Breakfast buffet was good too!
neg,Room was dated. Bed was uncomfortable.
pos,We love the ambience at the veranda and enjoyed the recreation room
pos,I liked everything about Taal Vista. From the service  location  and all the staff. Super friendly.
pos,the view and facilities so good
pos,I liked the veggie and fruit selection of the buffet esp greek salad  tzaziki  red egg w/ tomatoes  guava salad  balsamic dressing... Loved the garden and taal lake view. I love the clean bathroom and rooms. The stone massage offered by the Asmara Spa was great.
pos,Location
neg,Swimming pool
pos,The staffs
neg,Almost nothing :)
pos,Everything is good :)
neg,The problem with our door.
pos,Tha view
neg,NOISY!!! Theres an ongoing construction and it can be heard from my room
pos,Clean..  My room was new
neg,Our room was on the ground floor and its not that clean. We were disappointed. 
pos,The million dollar view!
neg,Nothing!
pos,The hotel was nice. Great views from the room. As always in SE Asia  staff fantastic. Food and drink well priced
neg,Not good value for money. Noisy room  can hear all from upstairs and in the hallways. Bed was comfortable but again nothing special.
pos,Beautiful location   garden terrace and lake view
neg,Staff
pos,The view
neg,Hotel supervision and reception staff not very friendly.
pos,The view overlooking Taal volcano.
neg,The aircon and fridge in our room needs a replacement --- the aircon keeps a fairly comfortable 23-25 degree room temp despite being set at 18 degrees at maximum fan  thanks to the cool weather outside at the time; and the fridge cools the complimentary bottled water after at least 12 hours despite a maximum cooling setting.  Understandably the Mountain Wing is pretty dated but good management should not have waited for guest comments to address a basic housekeeping/engineering issue like this. Front office staff should refrain from making promises that could not be delivered  such as offering to send a fruit basket to the room for our wedding anniversary  but nada.
pos,Staff (i.e. front office  Veranda/Fireplace/F&B  bell staff  and those you simply meet in the hallway) were generally very courteous.  Check-in and checkout went smoothly.
neg,Hotel has an old style hence the old feel which is not my liking; the towels feel like they're 5yrs old as it wasn't fluffy anymore. Even if the room is clean it doesn't feel clean because of the old feel. The rooms are also a far walk from the lobby.
pos,The location was great and the view is amazing. They have a big viewing area which adds to the ambiance.
neg,No foreign currency exchange on the property.
pos,The overlooking scenery
neg,1. Food was basic yet expensive 2. We were thrown in 2 lousy locations in the mountain wing despite advance bookings. 3. Someone tried to open our door while we were inside. 4. Room was available past 3pm  no refund or explanation given 5. Wifi wasnt working inside  they had to fix it on site 6. Massage service was a fail. We booked for 2 yet they only sent 1 therapist.  Overall  fair but lousy service. I wont recommend this place. Also there were a lot of customers unhappy with their service and 1 old lady made a scene last sunday due to her room not being available and she was already late for the event. No value for money!
pos,Excellent view of the lake  convenient to sky ranch  delicious and wide choices on breakfast buffet. Staffs are friend and goes above and beyond.
neg,None! Everything was awesome!like seriously awesome. Far exceeded my expections!
pos,Breakfast and scenery
neg,room are old and not so clean  bed sheet is too old.
pos,Excellent food. Very spacious room. The staff are very courteous.
neg,Room  hotel  amenities all need updating. For the high price we paid for the room  it wasn't worth it.
pos,Great hotel with the best view in town Great breakfast
neg,The bacon should not be covered  its loses the crispness.
pos,The breakfast buffet offered variety of yummy foods to choose from. Vey nice accommodation
neg,Price  Room CR no Bidet
pos,View and food
neg,Bathroom fixtures need improvement and shower pressure not very good
pos,Locatiom
neg,None
pos,Staff were very courteous
neg,Poor service. Dont have enough parking space for the guest.
pos,The view was amazing.The food was execellent. The service was outstanding.
neg,The ventilation in the CR  (exhaust  fan cannot control the smell of the restroom.. as well as the sound proofing of the room  we heard the voices of the other people beside our room
pos,I like the food however it was too expensive
neg,The t.v signal
pos,Staff and frontlins are all accomodating
neg,Breakfast service was terrible! Hotel guests were made to wait in line for a table. Hotel staff were unable to handle the queue well.
pos,Staffs are very accommodating.  Classy rooms and interior..
neg,Overpriced room  no bathtub not even a bidet in the CR...  staff would always say they are short in numbers. Refused to deliver our packed breakfast as we were all busy getting ready for a wedding! my brother in law had to do the bellboys job in pushing the cart to our room. Had to walk very far from the lobby also and it was a problem for my mother in law who had a knee operation. And please stop confusing clients by offering  LAKE WING rooms but the rooms are facing walls or nothing...
pos,The view is always spetacular! The grounds are well maintained and offers a great view of Taal Lake. Spacious parking area. Great location. Clean rooms.
neg,Not up to 5 star standard u claim to be. Furniture was old and broken. Bathroom was dull  old with a terribly bad smelling shower curtain.
pos,The staffs were all friendly  a beatiful environment to relax.
neg,You need to check your rooms in Mountain wing  we are disappointed considering you are rated 5Star Hotel??? Check Rm 123
pos,Lobby
neg,Plug adapters shld b readily available for tourists
pos,Food was excellent. Staff very helpful & efficient
neg,It's not the hotel the transportation system of the city
pos,Foods were excellent
neg,Breakfast is so expensive it's not worth paying too much  no other choices . I got 4 rooms and.requested a lake view  upon checked in but kept saying no room available
pos,Breakfast
neg,The room is so plain just like an ordinary room so old no tub no veranda not worth the price of 9500 per night really. The frontdesk officers not pleasant the breakfast disaster they dont have available table gor all the guests because they entertained walkin costumers
pos,the service  staff  food and our room was so clean and good. we will come definitely come back.
neg,Nothing much to do.  Spa room not very inviting. It needs improvement. Looked very dark and not used a lot by guests.
pos,Pastries and the backyard
pos,The Staff. They are very warm and accommodating.
neg,Elevators were too small
pos,Facilities and service
pos,good service  nice room and delicious food.. love to have my vacation again in this hotel
neg,Well  in the middle of the night the aircon is not working. I woke up and call them  wait them until they finish working after more than an hour. At breakfast this girl in the reception buffet area is so choosy to the guest. When we get there she asked us what room number and  she turned her back to us to assist another guest  then after that she assist me again by telling me that we could sit OUTSIDE the buffet area because the sits are all reserved. I said to her that other dining area is not allowed because i ask the other employee about that and then i said that no one is sitting in that couch (inside the buffet dining area)  She just said that if i could share my table to someone else  and said fine. While  eating i noticed that this receptionist is likes to entertain mostly with foreigners. If  foreigners the sits are available. What a shame.  Well  the food is not worthy also.. and no one dare to share my table because there are a lot of empty tables...
pos,Wifi  ambiance and front desk receptionist it's easy to check in and check out.
neg,buffet breakfast and receptionists
pos,cleanliness
neg,Long walk to stairs to get u to elevator then floor. Inconvienent!!
pos,The view!! Friendliness of staff! And they truly cared u were there.
neg,I like the lake wing view
pos,Please improve your staff services very lousy. you need to have a staff development program.  The room that I booked through online is not the room I expected when I get there. I requested primier queen but they give me two beds. I am dis appointed
neg,The hotel is kind of expensive. Cleanliness can be improved more.  Only 1 treadmill was working at the gym. No TV to watch while on the treadmill.
pos,The bed was comfy. The room was spacious. Location is really good. Really nice view of  the volcano and lake.
neg,The was not enough tables at breakfast venue. We had to wait.
pos,Everything was  perfect
neg,Their staff opened our hotel room without even knocking. This happened 3X in the span of our overnight stay. I felt really offended. They are not trained to knock first before entering a room. I filed a complaint through the front desk  but no one has gotten back to me regarding the incident.
pos,The location of the hotel is perfect. But the room given to us is misleading. I chose lake view  but the only view we got was the skyranch rides that are not pleasing.
pos,Food
neg,The hotel is old. Supposed to be historical but really it's just old and worn out  rough around the edges. All the money they charge appears to be going into someone's pocket as it clearly isn't being invested back into the hotel. Most rooms do not have a view so do be surprised if your window faces a wall or the casino across the street. No service at the pool. 150php for a bucket of ice. Breakfast buffet isn't really all that great especially when considering this hotel is supposed to be super awesome. Rooms are very basic and worn out. Mold and mildew on shower walls. Bathroom sink enamel completely worn through in some places. Hair in bathtub upon arriving. Mattress is old and isn't attached to the wall so it easily slides away from the wall of you try to sit up and lean against the wall. Linens are also very worn out (sheets and blanket and towels). There is only one outlet that works with 3 prong plugs (e.g. Laptop cable) and not conveniently located. Room really seems more like a cheap motel than an elegant hotel. For the cost one should have pretty high expectations. Be warned you should lower your expectations. Then lower them some more.  There are a bunch of hotels and b&b along the ridge  you can probably save some money and stay at a better place if you look around. Don't waste your money here. If you have to leave your room to see the view anyway then stay somewhere less expensive and spend the day at various points. You can always just come visit the hotel property if you want this particular view. Oh yeah  and the layout is a little weird. Depending on which room you get be prepared to do a lot of walking. A lot. Read other people's reviews  you'll see a pattern.
pos,There is a nice view but it is a long ridge and there are lot of places with nice views. They keep the back part of the property in good order.
neg,Beds slightly hard
pos,Oversll slk stay food n sunday mass
neg,We lost 1 bag when we checke out . The bell boy brought our things down..
pos,Although we booked lake wing   it did not have any view of the lake   which is misleading   Howver Ailine took care of us very well upgraded us to a room which has a great view of the lake .. thanks very professional and understanding staff .. we loved it ... Romantic dinner was super   my wife loved it .. Thanks Joyce for arranging the same as per my wife's taste .. Over we loved it
neg,to improve Breakfast not up to a 5 star level ..
pos,very friendly staff.
neg,nothing
pos,Just the location.
neg,I traveled with a senior citizen with 4 kids  I was given the farthest room without elevators. It was the longest walk in our life before you get to relax.  That was the baddest first time experience in the hotel.
pos,bed was comfy.breakfast was good.staff was friendly and helpful.
neg,We were given a room with a broken bathroom door. Although we were transfered to new one  that is after we requested to but still they should have not allocated that room to any of their guests on the first place. It's a waste of time to transfer after you've settled in the room only to find out later that something is broken. They should also improve on their check-in time as well. For the price we payed for a deluxe two-bedroom suite  it's not worth it!!
pos,Lovely place and very service oriented staff. Recommend the lake view wing  breathtaking!
neg,comfort room toilet bowl  glass partition had smudges. comfort room floor tile grouting was dirty.i thought i will get a lakeview window bec the booking stated that it is a lake bldg.to my dismay it was not.
neg,Nome  nada!!Excellent hotel
neg,everything is good.
pos,The room were nice.the breakfast was yummy!:)
neg,Bed too hard Food just ok. Not too many choices Front desk staff sucks
pos,cool weather
neg,Dirty room  and it was not ready.
pos,The scenic view of taal volcano  its premium facilities  staff were very accommodating  it is just beside the sky ranch  accessible to public transport and  the name itself which is already a landmark by history
neg,None  i really love the place
pos,Location
neg,Mountain wing is old and the beds are sagging. Needs an upgrade.  The lake wing - note not all rooms in the lake wing have the view of the lake as mine looked out to the street; is a newer building but has bad shower drain. The water goes out of the shower cubicle and into the room. I informed the front desk but the lady didn't seem to be interested to hear my feedback.
pos,Closer to wedding venue
neg,Run-down rooms / shower and bathroom fixtures broken
pos,The location
neg,Slow response from staff. No one pick up the call from massage/spa which advertised in the room its available for 24hrs. No one help for carrying luggage even after requesting personally.  Kinda old hotel.
pos,I like that you had an XBOX 360 at the kids corner.  But then  the staff that was working there was late and came around 9:25am.  We were waiting for it to open at 9am but another staff got the key and had us play.  Another thing was that the Samsung tv is broken meaning there are white lines on the tv so we couldn't really play the game.
neg,Almost everything no customer service overpriced buffet old deteriorating rooms bath towels .look like rags because it's too old Requested for luggage assistance nobody showed up hotel price is overpriced.  Before coming to taal I stayed at diamond hotel and the comparison is night and day
pos,They had parking available.
neg,I didn't like the snobbish attitude of your front desk.  I requested something special to be set up on the room for my wife  they didn't listen to my request.  The room that we got was very old  it feels like very 90's  the shower and tub was too old and had hair on the drainage.  I had to request someone to untangle the plug from the drainage as we couldn't use the tub.  Come breakfast time  we went to the Veranda and requested for a coffee.  I'm not sure if the staff is trained well on hospitality specifically on how to brew coffee but it tasted like water (no bitter coffee taste at all).  Ofcourse the pastries were cold and dry  but I think that's why theres someone there to have it toasted.  Overall  it's overrated  overpriced and very old.  You'll be better off at a newer hotel with upbeat staff than this one.
neg,Bedroom sliding window door didnt fully closed so anyone could have gained access to my room through the patio. Poor bathroom lighting to put on make-up. Room service knocked on my door at midnight although I didn't request for anything. Next morning I was woken up by a knock on the door from hotel staff again. Took them 20 mins to seat us at the breakfast buffet and resto was not even full. Food quality was very poor and I couldn't eat it. Extra bed I've requested was never delivered. The list goes on and on but I'll stop here...
neg,A lot of undisclosed charges when I booked. I booked it for P7 700 but when I was made to pay at the front desk  they told me that the final amount was P9 500. In addition to P9 500.00 the hotel staff made me deposit an undisclosed amount of P2 000.00. Even if I was okay to paying said amount  the staff's service was less than okay. We were made to wait more than 1 hour to get our room. When we got to our room  we were also surprised to find that the windows weren't closed properly. We only found out when we could hear the full boom of the fireworks at night. The breakfast was mediocre as well.
pos,Location is excellent. Staff are friendly.
neg,The Hotel rooms in the old wing could use a face-lift. Litter such as plastic wrappers  bottle caps and cigarettes were visible from our room's mini veranda.
pos,Loved the experience of being in Tagaytay. The place is really nice and comfortable. Staff is excellent. My family loves the fact that SkyRanch is just next door.
neg,Very old towels n beddings TV n furnishings poor working condition
pos,Love the wide selection of food and everything is well prepared and was just cooked perfectly.
neg,I wish the swimming pool was heated.. it's Tagaytay  so you can imagine how cold the water would be around Jan-Feb..
pos,rooms are too old and not clean well
neg,The passenger capacity of the elevator for my family didn't fit in a single ride.
pos,Taal Vista is the premium place to stay in Tagaytay  located with excellent views of Lake Taal. The venue has history on its side  with style and comfort. It is only 20 minutes from Sonya's Garden  a tranquil and exotic garden and eating place south of Tagaytay  a must visit place.
neg,any better that value for our money
pos,One of the best view Great breakfast
neg,In travelling to and from Tagaytay  the traffic can be VERY slow  almost at a standstill on weekends. This applies to Taal Vista Hotel and everything else in Tagaytay  situated as it is on the rim of an ancient volcano.
pos,Panoramic c view of Taal volcano
neg,No bidet on toilets. No toys at all in kids club No heated pool Dirty window glass
neg,There is molds and chocroches. Poor service
neg,The lobby and facade looked so beautiful  since I believe they went through a renovation a couple of years ago. However  when we got to our room  it smelled of moth balls and really looked dated. The bathroom was so disappointing. The shower head won't even turn because it's already rusty. The AC kept us up all night because it kept on making noises.
pos,Internet was slow
neg,Impersonal staff  no atmosphere  higher prices.  We have room for two and travel with 6 years old child who should be for free. By the breakfast we were asked to pay for the child (usually eats one muffin and juice) 450 ps - aprox. $10
pos,To be honest  the food  staff  and location were the only saving grace.
neg,There's nothing special
pos,Nice place. Beautifull view on lake. Luxury hotel with good equipment
neg,Recrption
pos,Bacon is good
pos,Veranda staff
neg,Staff only good point
pos,The location...
neg,breakfast menu has few variety. we don't like it that much esp the kids.
pos,The beds very uncomfortable the rooms in bad need of maintenance power points not working or dangerous.doors wont lock. Safe not operating. Aircon leaking. No offer of compensation.left one day early. Absolutely disgusted. Will not recommended to friends.
neg,The room (in the mountain wing) was torn down and downright unclean  we were very disappointed.
pos,the ambiance of the hotel and the view overlooking the taal volcano.
neg,Price  quality of room & breakfast
pos,The location is stunning  breakfast is ok.
pos,Location  view
neg,The room we stayed add did not have a lake view that we were expecting.  You can see the lake but our room was in front of the nearby park and was really noisy. Also the air conditioning unit was leaking so you can hear the water dripping all night.  Also they changed the restaurant to buffet style and service and food is below standard.  I liked the food better before.
pos,Everything.....
neg,The toilet floor is quite slippery so be careful
pos,the manager on duty was veryful but our first day is already spoiled .
neg,BATH ROOM IS NOT  5 -STAR; MOLDS AROUNF BATH TUB. OUR ROOM IS SUPPOOSE TO BE MOUNTAIN VIEW  HOWEVER  I DON'T SEE ANY MOUNTAIN.
pos,Location
neg,Poor wifi connection. Towels musky - rooms lights not bright.
pos,I like all the foods specially the donuts and salads etc
neg,the hotel is overated... our christmas eve was spoiled due to transferring of rooms as i complaint on the low quality of rooms. when you book through booking.com they will give the room in the old buidling which look like a hospital area. Never again on this hotel. Nobody answers the phone in the front desk...
pos,Best hotel i ever tried.  And convenient
neg,Lipstick marks on glasses that I haven't used yet. Slow response of staff
pos,Location
neg,Cable tv is not functioning but we dont care 
neg,Room door mechanism didnt work and everytime had to walk back to reception for them to send an engineer and waited a long time for them to come. Had once to walk back to reception and explain it all over again for them to arrive later. Not happy with the service. Restaurant service poor and slow and one need to ask for help and service.
neg,The windows in my children's rooms  (2x) were very dirty. Our room overlooked a dirty storage area.  The food service at the lobby was so slow and unorganized.  Very disappointed.
neg,Slow service from reception to restaurants. We arrived an hour past check in time but rooms were still not ready. We left our luggage at the concierge but it was left unattended. Nothing was lost but it was still left unsecure.
pos,Rooms were clean
neg,Long queues at reception  room was not ready at check-in  old rooms with thin walls/doors  huge queues at breakfast
pos,Good location  scenic view  helpful front desk manager Aki  kid's room
neg,The weather ( out of your control ) !
pos,The Hotel facilities and accommodation was as good as anywhere else in the world . All the staff were extremely friendly and helpful   especially Paul from security .
neg,Room was old. Taza factory outlet understaffed so the service was so slow.
pos,Staff were so friendly and courteous.
neg,Nothing
pos,Croissants are crunchy delicious! Beds are comfortable and clean!
neg,Love all  really.
pos,The view (make sure you get a lake view room)  the space  the staff  the meals.
neg,Late check in. Room was not ready by 2pm. We checked in at 3pm.  Too bad because i made the booking in advance. (October)
pos,My husband and I loved every bit of our stay. Thank you for having us Taal Vista. 
neg,Superior room way over priced  not clean   well maintained   could hardly see through the dirty windows
pos,Location
neg,The room they initially gave me was not worth what I paid. It was facing an inner courtyard where the view was other rooms. This is a mountain/lakeside property and they charge almost $200 for a room which faces other rooms.  The staff moved me to another room which had a better view but was dirty  the bathroom didn't have a door  the pillows were flat. The room was a disappointment. If only the event I was attending weren't in this property  I would have booked elsewhere.
pos,The staff were very professional  courteous and accommodating
neg,The description in booking.com said the room had a view of the mountain but when we saw the room  the view was facing a wall. Slippers were paper thin.There was no transportation going to the room. Entrance and exit guards didn't seem to know the difference between checked-in hotel guests and walk-in visitors: they looked confused.
pos,The staff at the desk were very efficient specially Cherry. They made sure that we got an early check in due to the fact that we were seniors. Check out was a breeze.
neg,Room quality: Even the lake wing  the rooms are quite dark & shabby  which might have not been renovated over 10 years. The price is too high for such quality.  Breakfast: lot of choice  but too many guests  and hardly any service. No coffee or tea after being seated for 30 minutes. Flies. There are 8 of us  but the staff refused to provide a large table and not allowing to combine 2 tables  until we escalated to the manager. Coffee is like water...
pos,i love the free breakfast and the accommodation.
neg,The room where we stayed was a bit far from where they serve breakfast
pos,The buffet breakfast was okay.
neg,Unfortunately our room.was located in a pocket garden...no view. We requested to.be transfer  however  all rooms overlooking  taal lake was occupied.
pos,Location is good.
neg,Nothing
pos,The place was very nice very good service and the staffs were so helpful and kind
neg,The waitresses of the Taza restaurant are not friendly. grumpyface
pos,The staff are courteous  friendly and accommodating...big and nice room  the bathroom.is big. The food was good  healthy and plenty
neg,long distance walking
pos,Everything
pos,Location and comfort.
pos,The view of Taal..
pos,the overlooking view in taal volcano
neg,CHECK IN TIME TOOK 30 MINS CABLE TV SIGNAL WAS INTERMITTENT WIFI WAS VERY SLOW TOILET HAD NO BIDET BUFFET WAS SO SO. ONLY THE EGG STATION SERVED HOT FOODS.
pos,HOUSEKEEPING PERSONNEL WERE ATTENTIVE WHEN WE ASKED FOR EXTRA TOWEL AND BLANKET.
neg,There were lots of fruit flies during our breakfast. On our first day I could not help but to request a housekeeping staff to clean the toilet seat and bowl because I had seen an unpleasant thing on it.but the staffs were all accommodating.there were facilities that need to be improved like the elevator and
pos,I loved the champorado and the breath taking scenery - very close to taal volcano and lake!
neg,There could have been a bidet beside the toilet. And working airconditioner  non leaking aircon would be greatly appreciated if improve; furthermore if improve to a modern type facilities inside the bathroom. Thanks
pos,The ambiance  location and spectacular view of taal lake
neg,I was thinking of having the same level of food choices in Seda Hotel's breakfast buffet. But since that time  I was more focused on taking time to relax  I did not mind the food as long as it is edible and tastes just right.
pos,All staff are courteous  even the maintenance/janitors stop to greet us. The place is very relaxing especially after we just backed out from the neighboring hotel with rude staff  it was worth it being there. I felt special with the 2 apples inside the room. Although the gesture is just a small thing  but the thought of receiving it unexpectedly made us happy.
neg,A rug for the floor in the balcony because it got wet and slippery because of the rain.
pos,The room that we got had a front view of the taal volcano.  Wifi had a strong connection. Beds were soft and comfortable.  The floor in the toilets were not that slippery but it would be nice if there is bath tub included.  Nice interior
neg,Booked a room in the mountain wing  got advised by reception to upgrade and move to the lake wing as the other wing was old and had no view No transport in the area - Avis car trip 11km costs 900 pesos what we paid in in a taxi from Manila to tagaytay! Way back to Manila from hotel - charging 4300 pesos for the same trip Had no aircon in upgraded room for first night as when we complained they didn't come to fix it for an hour and we were already sleeping  the next morning when we were trying to get ready for a wedding it took 1 hour and 6 calls to reception to finally get someone to fix it
pos,Fantastic views if in the right rooms facing the lake!
neg,Nothing
pos,All the place
neg,We arrived there as early as 1pm  we got entertained as soon as we came  but we we'rent able to get into the room until 15mins passed 2pm. The waiting got us little frustrated  coz we saw couple of guests having their early check-ins.
pos,The view of the Taal Volcano is excellent. My family loved it specially my parents.
neg,Fogs
pos,Ambiance
pos,Room is great and mango panacota
neg,The access from the lobby to the room is very lengthy.
pos,We called to provide Feather pillows  and we were glad that they were provided as my wife could not sleep without them. The artists who performed in the Lounge are just great  including Ms. Lacsamana.The SPA Thai massage and foot massage were perfect. Pretty much a great stay!
neg,Instructions not followed.First Instance was during breakfast i ordered hot chocolate along with the breakfast but it did not arrive 2nd instance was during check out-i specifically called for advance check out since i cannot stand for a very long time due to my injury in the legs but i still stood in line waiting to get checked out third i was standing about to ride my car when this guy from the hotel with all the luggages just passed by me and i almost fell from the gutter
pos,Beautiful view!!!
neg,The ants on the balcony kept us from having coffee on the balcony in the morning!!
pos,location
neg,the hot shower wasnt working. complained and they gave me a P500 discount. but total amount i paid was 12 900 while the booking.com figure at the email was only almost P11 000. upon arrival and clarifiction  was told that said amount does not include taxes.
pos,Cleanliness
neg,Hidden charges !
pos,Confusion made at the reception area about the booking & charging
neg,no aircon
pos,The place - cleanliness and comfy of the place.
neg,My room looked different from what I've booked here in Agoda.
neg,The long wait at the reception
neg,Rooms bit far  no jacuzzi in the pool area since climate there is colder. Buffet breakfast not good and not of international standards.
pos,The location and view is good. Weather is cool.
neg,All
pos,Nothing
pos,The pastries is so good!
neg,we checked in  at 230pm and the room is not ready yet.. also theyre having problems in my room key ..room is too far from the lobby .. you need a roller blades.. my husband and i are both senior citizens
pos,Excellent staff; very comfortable rooms; ideal location was given to us
neg,More stable internet connection in the rooms.
pos,Awesome stay
neg,The air-conditioning unit was not working and the rest room door locks were damaged. Breakfast was so ordinary. Been billed higher than what was posted online hence I called the staff attention to check rates.
pos,Fantastic view to the Taal Volcano. Great room service and friendly and helpfull staff.
neg,Check in time took soo long  then there was no available room and I was made to wait for one hour  only to find out that the room was ready in 30mins.
pos,Staff are nice and very professional.
neg,none
pos,view
neg,Our room was far from the main entrance and dining area. Walking is not a problem but there was no elevator in our wing and no ramp for our baby's stroller. We had to drag it several flights of stairs while carrying the baby. Such a hassle.
pos,Excellent location of hotel. Room is big and spacious. Much appreciated since we have an active toddler in tow.
neg,I requested for a two bed  I indicate it with my reservation but they gave me 1 queen size bed. Then when I requested for a two bed they told me that they are fully booked and they cannot accomodate my request. I've been there lots of times  they should improve their service when they are fully booked. they can't accomodate well because of that.  great breakfast though.
pos,all the staff is very friendly and accomodating.
neg,Few choices for breakfast
pos,Amazing View from the porch   a masterpiece  everything is good in the hotel   like bed comfort  the room capacity   the crew   the hotel site   and I would recommend everyone to take a room that comes with a porch  because you will be missing a lot if you don't   ya it's a little bit expensive  but it's worth it   trust me   and also I recommend if ordering from room service  the Cuorgettes Pasta   it is magnificent .
neg,The rooms are outdated & bedroom linens are not smooth & comfortable to touch. Pool is not heated considering the year round cool weather. The way to the basement parking is too narrow.
pos,The location was awesome. The bathroom toiletries are at par with Japan hotel standard except for the amenities like the bidet.
neg,The promo price on the booking and the room wasn't the same. It wasn't as advertised. and the check-in time took 30 minutes.
pos,I truly appreciated the assistance that was given by our reservations officer  Ms. Jeramie Pasion. She was really helpful in responding to all of our queries and needs. I would also like to thank Julian from the front desk for his excellent service and making sure that my senior parents got the correct discount.
neg,Our room looked nothing like the photos in the website. We were supposed to get an extra large double bed  but upon checking in  none were available  so they just joined two small and uncomfortable beds together. The exposed floor was quite dusty! Decor was sad and pathetic. The advertised Garden or Taal Ridge view was non-existent from our Mountain Wing room. Quite a disappointment for an expensive hotel.
pos,Apart from the decent location  the breakfast buffet and the view of the volcano from the viewing deck area were the only things we liked at this hotel.
neg,Nothing.
pos,Everything. 
neg,Room guests should have been informed earlier that the Fresh Table restaurant was closed for a private function  the childrens play room was closed. Would have liked a bathtub in our Premier room
pos,The attentiveness of the staffs to detail  the warmth of their welcome which displayed their sincerity  the food served  the facilities at the hotel
pos,Our stay was excellent. Staff was the most accomodating ive experience in a long time. Will definitely come back and recommend to friends.
neg,None
pos,All the staff were very accommodating and made sure that we were comfortable in our rooms. The buffet breakfast was sumptuous. The front desk staff always serve with a smile from check in to check out. They were proactive in dealing with guest and made sure that each guest request were acted upon appropriately. We really had a wonderful weekend. 
neg,We weren't able to use the in-room entertainment because the cable provider's digibox is broken.
pos,Staff were more than accommodating. Spa was a must-visit during our stay.
neg,Right now it's not worth of 5 stars in my opinion. The breakfast isn't a good experience (not enough staff most of the times and impossible on Saturday morning  leaking A/C  had to wait for coffee...) The mountain wing shows its age.
pos,The location is really nice.
neg,None
pos,All food is good!
neg,The bed and pillows wer not comfortable. Bed is too hard  as well as the pillows were too flat
pos,The view of lake Taal -the entertainment in the lobby ( guitar singer and piano w/ singer) McDonald's across the street for the kids and sky park next door walking distance
neg,If you ever book a room there  book one that facing Taal lake-floors 2 to 4.  Don't ever get the cheap room because it's like 2 floors downstairs like a parking garage. It's worth the extra peso to do that or you will be very unhappy
pos,I love the location of the hotel  especially the our room which is facing the task lake.
neg,Nothing
pos,Very good service !
neg,The Bathroom is old and dirty.
pos,Nice place and good foods
pos,The view from the lobby is pretty.
neg,Our room doesnt have a shorter route to pass thru going to the lobby.
pos,Love the room  facilities  location of the hotel  employees and security.
neg,Room was hot
pos,Location Security View
neg,Nothing i could think of. Swimming pool maybe as  it is quite far  from the new wing.
pos,We have always been  eating at Taal Vista Hotel whenever somebody in the family celebrates a birthday. Our anniversary is a day before my son's birthday so we opted to stay for a night  in the hotel.. It was  more  relaxing to eat knowing you have a good hotel to stay on.
neg,kids stay free BUT they did not eat free. Breakfast buffet was also sub par  especially for 860 pesos a head.
pos,hotel had a good view of Taal volcano
neg,Service at the restaurant.
pos,location is just an hour-drive from our residence. staff/employees are very polite.
neg,The Sky Ranch - which resulted in  traffic along the national Highway.
pos,Easy booking... Friendly staff.
neg,The restroom  the toilet bowl should come with bidet.
pos,The renovations have transformed Taal Vista into a luxurious hotel. The gardens are well kept. The rooms are kept clean! The staff are friendly. The view deck is marvelous!
